ticker,company,score,tier,avg_dollar_vol_20d,price,vsSMA50,vsSMA200,RSI14,ATR%,r60,vol_vs20,drawdown%,tags,reason
LINE,Lineage,-12.7045110981806,41.77,-1.72,-19.33,46,3.71,-1.68,-26.97,-49.72,small,54011952.19,,below_cutoff
WFC.TO,Wall Financial,-12.714494909458871,14.95,-7.66,0.75,23,1.07,-1.39,-22.18,-33.41,small,19210.75,,below_cutoff
SBUX,Starbucks,-12.721801205642539,87.66,-4.29,-6.22,42,2.23,1.89,-16.07,-23.27,large,801709027.39,,below_cutoff
GOGO,Gogo,-12.722500291948784,11.25,-21.38,13.74,40,4.68,4.17,-31.28,-31.98,small,22654575.0,,below_cutoff
TRI.TO,Thomson Reuters,-12.731726964299577,241.2,-8.62,-3.15,40,1.84,-9.42,-51.12,-17.54,small,126072826.4,,below_cutoff
VOYG,Voyager Technologies,-12.747591217253746,31.96,-17.47,nan,42,6.7,,-15.71,-43.41,small,31842546.09,,below_cutoff
PHX.TO,PHX Energy Services,-12.826539511809811,7.65,-5.38,-8.25,48,2.52,-2.0,-8.77,-18.55,small,1207437.77,,below_cutoff
UDMY,Udemy,-12.828535679189942,6.96,-0.68,-8.87,46,3.97,-9.49,-19.03,-31.09,small,11798940.06,,below_cutoff
CNX,Core Natural Resources,-12.876751178330341,29.07,-7.39,-9.68,50,1.92,-8.87,-27.4,-29.25,small,50719591.27,,below_cutoff
CNR.TO,Canadian National Railway,-12.88876934616977,134.14,-1.07,-5.27,77,1.26,-7.16,-7.62,-16.66,large,243974501.59,breakout_protect,below_cutoff
WCN.TO,Waste Connections,-12.904277166591886,252.65,-0.56,-3.46,37,1.38,-4.57,-44.79,-9.97,small,68732167.59,,below_cutoff
UHAL,U-Haul Holding,-12.904543330508332,57.45,-4.42,-12.47,46,2.24,-9.44,-13.93,-26.72,small,6734863.59,,below_cutoff
ESYJY,easyJet,-12.924410020068663,6.55,-5.12,-2.3,45,0.77,-16.98,-72.82,-18.43,small,53022.25,low_liquidity_today,below_cutoff
GPCR,Structure Therapeutics,-12.925678416814385,19.0,-0.57,-20.83,65,5.84,-13.52,-37.14,-56.84,small,16896890.0,,below_cutoff
BMRA,Biomerica,-12.930285923515132,3.15,-3.96,-15.98,51,10.61,-0.94,-97.7,-61.77,small,6537840.95,low_liquidity_today,below_cutoff
THRD,Third Harmonic Bio,-12.941376524465303,5.38,-0.32,-20.6,8,0.35,3.86,-100.0,-65.06,small,1040573.8,low_liquidity_today,below_cutoff
EBON,Ebang International,-12.954058222333893,3.93,-2.96,-20.44,46,5.31,11.33,16.67,-58.63,small,44802.0,,below_cutoff
BKHA,Black Hawk Acquisition Corp,-12.971024457747392,11.0,1.06,3.99,95,0.09,3.77,-100.0,-4.26,small,12870.0,low_liquidity_today,below_cutoff
TENB,Tenable,-12.997202459021972,30.58,-4.54,-15.13,56,2.71,-6.6,11.56,-31.28,small,49355814.08,,below_cutoff
RECT,Rectitude Holdings,-13.001059797996565,4.61,-2.04,-4.84,40,3.41,-3.96,15.02,-37.87,small,7214.65,,below_cutoff
ASIX,AdvanSix,-13.00186866223147,20.82,-3.49,-16.6,71,3.1,-11.9,-36.28,-35.28,small,5172208.42,,below_cutoff
DNG.TO,Dynacor,-13.033673041738137,4.63,-1.14,-9.25,27,2.65,-0.46,-26.28,-24.16,small,349194.61,,below_cutoff
EP,Empire Petroleum,-13.081724259319007,4.89,-3.92,-13.68,58,7.08,-10.28,-18.54,-37.15,small,103252.35,,below_cutoff
RNECY,Renesas Electronics,-13.088766789333516,5.98,-4.07,-9.43,56,5.58,-3.86,-49.72,-33.26,small,2910585.61,,below_cutoff
SFL,SFL,-13.090390899172112,8.25,-7.21,-6.73,33,3.19,-1.3,-52.12,-23.27,small,14429745.0,,below_cutoff
CPST,Capstone Green Energy,-13.108017958775116,26.51,0.94,3.61,89,0.04,2.82,-100.0,0.0,small,56466.3,low_liquidity_today,below_cutoff
WEN,Wendy's,-13.128945287689277,10.46,-3.16,-22.45,60,3.03,-9.67,-32.7,-46.51,small,72314059.66,,below_cutoff
GLUE,Monte Rosa Therapeutics,-13.172283895037022,4.67,-5.0,-19.36,62,4.88,0.65,-57.64,-54.92,small,1779526.88,,below_cutoff
NCTY,The9,-13.193954137570447,8.65,0.07,-27.28,50,7.81,-7.49,-35.62,-54.47,small,373506.98,,below_cutoff
KVUE,Kenvue,-13.209527946260582,20.75,-2.74,-5.49,40,2.42,-5.68,-8.9,-13.53,large,375037367.5,,below_cutoff
EEFT,Euronet Worldwide,-13.211296141142505,93.91,-5.67,-7.97,57,2.94,-12.99,9.56,-16.7,small,81213371.17,,below_cutoff
CABGY,Carlsberg,-13.212180942641723,23.95,-9.96,-1.51,29,1.6,-16.87,-31.38,-19.79,small,1696258.8,,below_cutoff
EHLD,Euro-Holdings,-13.237073485020987,6.78,-8.69,nan,27,4.46,5.29,-80.34,-65.62,small,65528.7,low_liquidity_today,below_cutoff
BRO,Brown & Brown,-13.237242399628693,96.1,-5.11,-11.36,72,1.38,-14.52,-31.61,-22.54,large,297898943.77,,below_cutoff
RELX,RELX,-13.265468899755419,47.87,-6.48,-3.45,36,0.9,-10.98,17.73,-13.53,small,73828702.6,,below_cutoff
MCB.TO,McCoy Global,-13.300398100362752,3.35,-11.83,4.59,42,4.97,-14.22,-71.93,-24.21,small,476185.74,low_liquidity_today,below_cutoff
CRVL,CorVel,-13.309214707642525,90.21,-4.32,-16.77,64,2.17,-19.32,-31.55,-29.78,small,13507594.21,,below_cutoff
DR.TO,Medical Facilities,-13.344436613289952,14.36,-5.39,-7.86,52,2.28,-6.03,-64.24,-18.85,small,405526.39,low_liquidity_today,below_cutoff
GDL.TO,Goodfellow,-13.349578971802197,11.47,-2.97,-5.53,64,0.95,-10.39,100.0,-21.36,small,40145.0,,below_cutoff
S,SentinelOne,-13.358293604738773,17.15,-3.41,-16.52,55,2.84,-5.51,10.74,-40.2,small,102212797.23,,below_cutoff
CSU.TO,Constellation Software,-13.367019562837275,4399.01,-7.92,-6.98,41,3.72,-11.02,-29.14,-15.09,large,201760582.9,,below_cutoff
FDS,FactSet Research Systems,-13.384067510756184,380.22,-7.95,-14.49,45,2.33,-12.5,-13.96,-22.78,small,178087444.17,,below_cutoff
CAG,Conagra Brands,-13.400745168054753,19.16,-1.59,-18.0,48,2.14,-13.97,-6.33,-38.14,large,242298124.47,,below_cutoff
KRYAY,Kerry Group,-13.405103179052677,92.28,-9.01,-8.99,42,0.73,-15.83,-19.25,-18.14,small,1634278.78,,below_cutoff
ETSY,Etsy,-13.4289545137555,54.43,-7.03,2.24,39,5.09,-9.58,-14.69,-22.34,large,298991611.88,,below_cutoff
ARR,ARMOUR Residential REIT,-13.440918861618362,15.08,-4.96,-6.65,42,1.82,-3.9,-47.74,-16.08,small,73291664.83,,below_cutoff
UXIN,Uxin,-13.444685323522107,3.71,-6.47,-13.35,49,9.53,-6.15,42.06,-49.52,small,770418.61,,below_cutoff
FIZZ,National Beverage,-13.457823518644343,42.25,-6.62,-4.23,29,2.89,-7.95,-0.93,-15.55,small,6712257.5,,below_cutoff
MBLY,Mobileye Global,-13.505865553563902,13.99,-10.03,-12.74,50,2.97,-16.08,-40.11,-35.97,small,60450089.51,,below_cutoff
JVA,Coffee Holding Co,-13.539790382260117,4.09,-5.56,-2.31,36,3.35,0.25,-15.85,-57.26,small,191984.61,,below_cutoff
MUSA,Murphy USA,-13.545193634026976,378.34,-5.91,-18.22,55,2.52,-11.3,-1.85,-31.64,small,139469364.55,,below_cutoff
AHT,Ashford Hospitality Trust,-13.574828131660361,6.12,-3.83,-14.91,44,3.77,8.13,37.47,-42.8,small,202113.0,,below_cutoff
LII,Lennox International,-13.579585820083787,567.0,-5.01,-4.8,42,2.83,1.35,45.98,-15.89,large,203638050.0,,below_cutoff
BIGC,Commerce.com,-13.590140653521832,4.72,-2.31,-17.78,54,5.37,-6.53,-57.35,-39.1,small,4505684.9,,below_cutoff
PSNL,Personalis,-13.633216387260713,4.78,-17.85,-1.26,56,5.43,-2.05,-36.34,-36.31,small,5130517.63,,below_cutoff
OKE,ONEOK,-13.635044627447034,75.08,-4.09,-16.0,48,1.78,-8.66,-38.8,-33.52,large,282420934.89,,below_cutoff
MRTN,Marten Transport,-13.63877508988556,11.94,-5.77,-15.7,51,2.81,-8.93,-40.09,-33.79,small,7550975.13,,below_cutoff
CPSR,Gelesis,-13.642573918943713,24.63,0.9,nan,82,0.07,2.48,-100.0,0.0,small,40270.05,breakout_protect;low_liquidity_today,below_cutoff
UMH,UMH Properties,-13.649087953707788,15.75,-3.88,-8.66,39,1.98,-4.42,22.41,-18.88,small,8398057.5,,below_cutoff
QTWO,Q2,-13.657832043962618,78.15,-8.45,-12.28,61,2.26,-12.63,-42.56,-29.5,small,85974379.68,,below_cutoff
SXC,SunCoke Energy,-13.676341698767587,7.49,-5.81,-18.24,55,3.09,-7.58,-44.69,-38.64,small,9057244.77,,below_cutoff
ZDGE,Zedge,-13.694898251489494,3.06,-20.47,7.64,37,6.27,28.03,21.61,-35.58,small,115744.5,RS_trend_protect,below_cutoff
LKQ,LKQ,-13.702124220149583,32.08,-5.62,-14.59,68,2.73,-19.78,7.61,-25.42,small,140652682.83,breakout_protect,below_cutoff
AMDD,Advanced Micro Devices,-13.736607528024756,14.11,-8.08,nan,55,3.19,-32.2,-66.44,-58.48,small,16667985.19,low_liquidity_today,below_cutoff
GPRK,Geopark,-13.742030208519983,6.45,-4.56,-16.48,47,3.42,-9.79,10.88,-41.08,small,4552442.12,,below_cutoff
SIM,Grupo Simec,-13.753771971014627,27.96,0.72,4.23,100,0.26,1.78,-100.0,-5.06,small,6850.2,low_liquidity_today,below_cutoff
JAKK,JAKKS Pacific,-13.802097538513419,18.09,-4.4,-22.89,62,3.03,-11.5,-40.6,-47.09,small,2265772.52,,below_cutoff
INFY,Infosys,-13.8027931675308,17.36,-1.27,-10.06,84,1.35,-3.77,-44.57,-24.83,large,321470928.9,breakout_protect,below_cutoff
CHH,Choice Hotels International,-13.814259516475216,120.59,-5.05,-10.38,44,2.1,-5.3,-48.64,-22.34,small,52783447.3,,below_cutoff
SBAC,SBA Communications,-13.841430905659516,208.13,-8.28,-4.55,34,2.04,-8.85,37.87,-14.88,small,186317980.37,,below_cutoff
BDL,Flanigan's Enterprises,-13.845902923984482,29.63,-6.6,11.41,24,0.9,7.25,87.05,-15.78,small,20592.85,,below_cutoff
ULBI,Ultralife,-13.869385950392834,6.9,-13.82,-0.29,53,4.24,-4.83,-48.69,-36.58,small,476031.01,,below_cutoff
CING,Cingulate,-13.910518037672086,4.18,-7.82,-3.22,49,7.85,5.03,-51.42,-59.3,small,664201.97,,below_cutoff
AMZD,Amazon,-13.917917752622651,10.45,-2.75,-9.78,41,1.61,-10.31,-53.77,-28.77,small,7174604.12,,below_cutoff
APO,Apollo Global Management,-13.971651649094882,135.72,-4.6,-7.82,36,2.44,3.9,-13.19,-23.24,large,468542767.21,,below_cutoff
PLMR,Palomar,-13.97318628467831,123.84,-8.76,-4.84,52,2.68,-29.27,-51.62,-29.5,small,56471038.33,,below_cutoff
EHTH,eHealth,-13.987347200983018,3.89,1.5,-37.23,58,5.21,-10.98,-71.36,-65.08,small,2621840.62,low_liquidity_today;stall_risk,below_cutoff
CWAN,Clearwater Analytics,-14.029266728725169,20.24,-3.56,-20.18,60,3.66,-11.5,-43.07,-38.27,small,105805104.8,,below_cutoff
PNFP,Pinnacle Financial Partners,-14.032672715097506,96.63,-5.7,-11.41,79,2.1,-10.27,-30.09,-25.07,small,160709696.78,,below_cutoff
VASTB.BR,Vastned Belgium,-14.045448999254237,28.4,-7.19,-2.61,22,1.13,-9.55,12.44,-12.35,small,175893.98,,below_cutoff
BMI,Badger Meter,-14.046671112370584,188.4,-11.59,-12.5,50,2.1,-25.71,12.26,-25.71,small,60584728.04,,below_cutoff
LLESY,Lendlease,-14.05981246070536,3.4,-1.67,-9.27,0,0.0,-9.33,nan,-28.19,small,0.0,,below_cutoff
OSPN,OneSpan,-14.068232396671995,14.82,-1.72,-9.3,80,2.77,-6.5,-10.49,-25.55,small,6988963.66,breakout_protect,below_cutoff
RARE,Ultragenyx Pharmaceutical,-14.082846172614659,30.08,-3.63,-21.63,71,2.63,-17.36,-25.83,-49.33,small,46799516.68,breakout_protect,below_cutoff
MSDL,Morgan Stanley Direct Lending Fund,-14.101142835576994,17.79,-4.66,-7.05,38,1.35,-6.95,-31.97,-13.38,small,15377054.14,,below_cutoff
NOK,Nokia,-14.117636656174696,4.32,-5.46,-8.28,70,1.47,-18.2,33.8,-19.55,small,71902817.26,,below_cutoff
TVK.TO,TerraVest Industries,-14.130013933452169,143.44,-11.07,2.2,34,3.9,-16.15,-67.14,-16.82,small,13967470.24,low_liquidity_today,below_cutoff
NOG,Northern Oil and Gas,-14.149793794906847,25.76,-5.9,-16.49,58,3.13,-9.26,-46.57,-38.24,small,49913478.04,,below_cutoff
FORM,FormFactor,-14.163542290094702,29.27,-9.82,-15.98,58,3.35,-6.66,-57.68,-42.19,small,30685058.63,,below_cutoff
MATX,Matson,-14.165617852394805,105.31,-3.08,-15.26,42,2.82,-6.86,-48.82,-36.49,small,40373220.31,,below_cutoff
SOTK,Sono-Tek,-14.22448116359285,3.35,-3.99,-13.27,57,2.88,-9.46,104.08,-31.49,small,22160.25,,below_cutoff
KMDA.TA,Kamada,-14.23489541646914,2356.0,-7.18,-3.87,36,2.88,0.51,22.6,-22.4,small,110140408.4,,below_cutoff
SDGR,Schrodinger,-14.242181017790047,19.79,-3.83,-9.45,54,5.12,-13.58,-60.14,-25.85,small,27890543.04,low_liquidity_today,below_cutoff
MKTX,MarketAxess,-14.257562296846917,187.51,-8.93,-13.7,58,2.05,-12.33,-33.6,-35.22,small,127728995.61,,below_cutoff
DVAX,Dynavax Technologies,-14.263583052891441,10.26,-3.27,-13.09,38,4.36,2.5,-14.59,-28.75,small,18912258.42,,below_cutoff
SKWD,Skyward Specialty Insurance Group,-14.286560689550369,48.63,-7.13,-7.11,46,2.1,-24.98,-14.58,-25.18,small,19470722.98,,below_cutoff
GIS,General Mills,-14.326957507511612,49.25,-2.34,-12.67,39,1.66,-8.22,0.38,-31.75,large,278222115.0,,below_cutoff
NEXA,Nexa Resources,-14.357881678910582,4.76,-2.64,-18.24,41,2.69,-1.83,31.49,-45.88,small,56834.4,,below_cutoff
IFF,International Flavors & Fragrances,-14.359661904142012,66.78,-6.93,-14.94,64,1.92,-12.42,-19.47,-36.09,small,167412782.34,,below_cutoff
CART,Maplebear (Instacart),-14.414878412676137,43.29,-7.45,-2.79,32,3.89,-5.97,-33.11,-18.55,large,258808188.22,,below_cutoff
MTLS,Materialise,-14.417161208894045,5.05,-7.03,-17.77,50,3.59,-5.78,-26.23,-47.51,small,659959.27,,below_cutoff
PATH,UiPath,-14.512879430579162,11.14,-6.69,-11.15,54,2.75,-14.64,-25.45,-28.13,small,114670484.73,,below_cutoff
ATR,AptarGroup,-14.518591661897188,139.44,-7.18,-8.88,46,1.5,-10.52,32.35,-20.15,small,76818194.54,,below_cutoff
CAP.PA,Carrefour,-14.52936250875982,124.05,-7.3,-14.81,51,2.08,-15.87,-35.42,-36.51,small,54019738.5,,below_cutoff
PCSC,Perceptive Capital Solutions,-14.533084060600832,10.54,-0.58,1.71,0,0.02,-1.45,891.3,-1.68,small,12121.0,,below_cutoff
KEX,Kirby,-14.537599653625087,98.27,-9.72,-9.09,44,2.36,-13.3,-46.23,-24.73,small,86551790.89,,below_cutoff
JD,JD.com,-14.548048499826791,30.82,-4.05,-12.89,42,2.11,-4.91,67.71,-32.61,large,307884708.35,,below_cutoff
TGT,Target,-14.61378750662401,97.96,-3.06,-11.96,36,2.76,3.39,-19.3,-36.69,large,786745650.85,,below_cutoff
AMAT,Applied Materials,-14.640348876714672,164.39,-9.51,-2.31,31,2.19,1.93,-44.97,-22.34,large,1382616884.97,,below_cutoff
AOL.L,AO World,-14.649321266108025,88.0,-5.8,-10.72,50,1.23,-14.65,-52.02,-23.74,small,849728.0,,below_cutoff
KODK,Eastman Kodak,-14.653076937133953,5.86,-7.22,-8.98,34,6.36,0.69,-60.44,-27.48,small,12035561.27,low_liquidity_today,below_cutoff
NTIC,Northern Technologies International,-14.669353873014767,7.45,-4.11,-25.29,52,3.33,3.46,-18.22,-47.9,small,147584.5,,below_cutoff
ADMA,ADMA Biologics,-14.694678397032286,17.25,-3.09,-8.13,56,3.73,-15.69,9.85,-29.62,small,58737630.0,,below_cutoff
BOW,Bowhead Specialty Holdings,-14.720035448882632,31.4,-5.96,-11.02,52,2.85,-16.15,-50.08,-25.5,small,12410064.85,,below_cutoff
GFS,Globalfoundries,-14.753978473145436,33.97,-8.76,-12.9,61,2.99,-7.87,-38.23,-27.4,small,101891320.16,,below_cutoff
TW,Tradeweb Markets,-14.7902027900764,126.08,-7.48,-6.74,16,2.15,-9.55,-5.57,-15.32,small,155547419.86,,below_cutoff
VTSI,VirTra,-14.803474328325198,5.95,-5.63,-1.15,36,5.74,-7.75,-41.23,-27.17,small,542639.98,,below_cutoff
CLSK,Cleanspark,-14.804652066503522,9.58,-12.44,-7.12,32,6.0,4.02,-17.65,-45.66,small,183567168.54,,below_cutoff
SEZL,Sezzle,-14.86235580194558,92.7,-31.03,19.62,19,6.8,-18.73,-42.08,-49.11,small,123836071.92,,below_cutoff
CPRX,Catalyst Pharmaceuticals,-14.920038008162276,20.19,-4.49,-9.85,57,2.97,-18.95,-24.39,-23.26,small,30326592.2,,below_cutoff
VER.VI,Verbund,-14.93331991606391,61.85,-4.82,-7.27,29,1.82,-6.71,3.92,-18.1,small,6137304.22,,below_cutoff
ATS.TO,ATS,-14.961456413445916,37.41,-9.05,-6.7,32,2.4,-8.17,24.33,-18.66,small,8181379.92,,below_cutoff
YHNA,YHN Acquisition I,-15.024361535332172,10.45,0.7,nan,100,0.03,1.61,-100.0,0.0,small,12696.75,low_liquidity_today,below_cutoff
MASI,Masimo,-15.044474895916563,142.49,-9.79,-13.55,47,2.95,-13.03,-12.44,-25.25,small,126539674.28,,below_cutoff
TYL,Tyler Technologies,-15.08468094347641,560.81,-2.19,-3.97,31,2.2,-2.3,-20.7,-13.29,large,204883520.46,,below_cutoff
TDAC,Lottery.com,-15.122077300695572,10.33,0.2,nan,86,0.0,1.37,-100.0,-0.19,small,369090.9,low_liquidity_today,below_cutoff
CHYM,Chime Financial,-15.138390259034303,26.22,-16.06,nan,26,5.72,,-37.77,-29.35,small,63127008.15,,below_cutoff
SFM,Sprouts Farmers Market,-15.148533552080107,144.59,-7.97,-5.93,36,2.58,-17.48,-39.01,-19.46,large,251368262.73,,below_cutoff
POWI,Power Integrations,-15.185013887932424,46.73,-9.61,-16.31,63,3.34,-8.23,-22.51,-30.58,small,32565435.73,,below_cutoff
SLDE,Slide Insurance Holdings,-15.210873669921316,14.08,nan,nan,27,6.79,,133.6,nan,small,10736070.34,,below_cutoff
EMCG,Embrace Change Acquisition Corp,-15.218122646756001,11.5,-5.92,-3.67,30,6.57,-4.17,-100.0,-17.74,small,40964.72,low_liquidity_today,below_cutoff
EE,Excelerate Energy,-15.239020310244449,24.44,-6.09,-13.39,51,3.77,-17.68,-30.84,-23.95,small,13335930.69,,below_cutoff
FICO,Fair Isaac,-15.23942588882891,1419.37,-8.46,-23.54,67,2.52,-18.5,-19.89,-40.42,large,542724505.03,,below_cutoff
RRC,Range Resources,-15.2802729069016,33.83,-8.37,-8.26,37,2.22,-13.15,50.83,-21.74,small,80041615.18,,below_cutoff
OGN,Organon & Co,-15.286710439950962,9.2,-4.22,-26.06,53,3.2,-2.33,-34.3,-58.41,small,44458125.08,,below_cutoff
DSG.TO,Descartes Systems Group,-15.314425199649111,137.47,-1.99,-9.69,41,1.79,-12.91,46.93,-21.6,small,26337877.53,,below_cutoff
TOPS,TOP Ships,-15.398759208809114,5.59,-4.84,-11.08,40,4.93,2.01,-1.65,-41.89,small,67639.0,,below_cutoff
RDAC,Rising Dragon Acquisition Corp,-15.40064618245433,10.36,0.34,nan,92,0.0,0.78,-100.0,-0.01,small,3004.4,low_liquidity_today,below_cutoff
HSCS,HeartSciences,-15.426953370595257,3.38,-9.82,-2.69,46,8.34,-14.21,-65.06,-41.01,small,380182.41,low_liquidity_today,below_cutoff
VRTX,Vertex Pharmaceuticals,-15.492481406120694,389.08,-10.62,-14.62,60,2.34,-12.86,-26.01,-24.7,large,1004997496.12,,below_cutoff
FLL,Full House Resorts,-15.555240557206126,3.79,-8.03,-8.73,35,6.63,19.18,-48.36,-30.46,small,707555.09,,below_cutoff
VERA,Vera Therapeutics,-15.562362845067616,22.02,-0.37,-25.77,66,4.88,-28.76,-12.14,-55.74,small,37487839.68,,below_cutoff
LPCN,Lipocine,-15.585270060717564,3.01,-4.27,-19.06,52,4.09,-5.94,19.57,-50.57,small,61674.9,,below_cutoff
CRT,Cross Timbers Royalty Trust,-15.659719476561,8.69,-6.57,-12.27,52,1.7,-11.44,-45.18,-32.82,small,206083.34,,below_cutoff
HTHIY,Hitachi,-15.67543669333807,27.53,-4.12,-21.04,36,3.12,-0.69,-29.58,-51.74,small,6759441.07,,below_cutoff
BILL,BILL Holdings,-15.697121185283878,41.63,-5.16,-29.61,51,3.18,-7.69,109.64,-57.26,small,143363316.18,,below_cutoff
NSP,Insperity,-15.72857326382405,55.05,-3.12,-23.33,57,4.06,-12.85,-53.01,-40.6,small,46369990.61,,below_cutoff
TPL,Texas Pacific Land,-15.732661662351541,908.7,-6.99,-25.72,60,2.93,-19.32,-25.35,-47.29,small,132320352.28,,below_cutoff
BAX,Baxter International,-15.770128334109332,24.53,-9.47,-19.03,62,2.46,-18.48,-47.89,-38.12,large,261724314.13,,below_cutoff
FEC.TO,Frontera Energy,-15.870831646388748,6.0,-6.32,-11.5,39,3.07,-0.98,-82.9,-35.04,small,249180.0,low_liquidity_today,below_cutoff
ADDYY,Adidas,-15.911531634121364,98.19,-10.41,-17.11,54,1.3,-20.14,-53.75,-27.58,small,12886455.92,,below_cutoff
AVBP,ArriVent Biopharma,-15.937538130931358,19.21,-7.33,-17.03,55,5.91,-16.91,-4.84,-46.08,small,5512981.59,,below_cutoff
KRT,Karat Packaging,-15.948910679258804,25.34,-5.44,-9.11,43,2.79,-18.27,-39.76,-20.63,small,2061155.61,,below_cutoff
VEOEY,Veolia Environnement,-15.952626651769915,16.53,-6.0,4.47,34,1.06,-3.78,133.48,-9.18,small,1240411.25,,below_cutoff
GDDY,GoDaddy,-15.965562370470558,147.87,-8.97,-18.83,47,2.91,-18.63,-44.04,-31.01,large,355668002.51,,below_cutoff
CNK,Cinemark,-16.012488064866208,25.93,-8.22,-11.39,61,2.64,-19.5,-31.7,-27.38,small,119653986.41,,below_cutoff
SEC.TO,Senvest Capital,-16.0259105700031,330.22,-2.03,-5.73,32,0.61,1.61,-100.0,-17.44,small,31370.9,low_liquidity_today,below_cutoff
RHI,Robert Half,-16.04167528735146,36.84,-4.45,-29.68,65,3.07,-16.56,2.54,-49.8,small,70059180.89,,below_cutoff
KRKR,36Kr,-16.081181668507277,4.8,-8.71,4.72,44,5.3,-17.24,-87.34,-49.04,small,45504.0,low_liquidity_today,below_cutoff
BJRI,BJ's Restaurants,-16.085748265709142,34.22,-12.78,-8.29,50,3.15,-23.9,-11.93,-26.85,small,22272087.79,,below_cutoff
SJM,J M Smucker,-16.104035288598546,105.67,0.18,-1.79,36,1.99,-5.13,235.84,-9.68,large,216081937.51,,below_cutoff
HUSA,Houston American Energy,-16.113030452903445,8.58,-21.7,-20.62,27,7.27,78.75,59.8,-63.8,small,1165635.89,,below_cutoff
ALKT,Alkami Technology,-16.124458736497097,25.27,-3.77,-17.05,76,3.95,-12.68,-63.63,-40.15,small,50807483.87,breakout_protect;low_liquidity_today,below_cutoff
FIS,Fidelity National Information Services,-16.204209954244202,69.75,-9.6,-10.01,49,2.19,-12.54,-12.93,-22.17,large,291364931.25,,below_cutoff
COLD,Americold Realty Trust,-16.236738551704676,14.9,-6.57,-22.28,52,3.02,-8.28,-15.23,-47.35,small,68309867.75,,below_cutoff
GBT.TO,BMTC Group,-16.237174929995774,12.75,-6.56,-0.54,45,0.67,0.87,217.07,-16.36,small,10455.0,,below_cutoff
CLPT,ClearPoint Neuro,-16.240325213727797,10.64,-4.64,-20.15,47,5.16,-15.96,-65.58,-43.7,small,4179072.93,low_liquidity_today,below_cutoff
RAMP,LiveRamp,-16.245585029916455,27.34,-11.55,-9.16,47,2.86,-16.37,-0.5,-23.22,small,20645937.82,,below_cutoff
ETS.VI,Eurotelesites,-16.247288881575408,4.99,-0.81,-1.61,40,1.75,-4.77,205.27,-14.55,small,20436.29,,below_cutoff
HRB,H&R Block,-16.251580449852682,50.9,-6.17,-7.71,32,3.05,-13.04,-4.7,-19.45,small,102115837.56,,below_cutoff
GME,GameStop,-16.289492607842977,22.5,-2.64,-14.07,48,1.8,-25.25,20.43,-35.73,small,128427975.0,,below_cutoff
GRO.TO,Brazil Potash,-16.31170969837632,23.52,3.73,6.79,100,0.0,6.04,663.36,0.0,small,308.11,,below_cutoff
LBRT,Liberty Energy,-16.32682325410501,11.28,-4.44,-23.83,55,3.15,-9.66,39.29,-50.63,small,31416378.46,,below_cutoff
HRZN,Horizon Technology Finance,-16.3583012573607,6.9,-7.03,-12.81,18,1.84,-3.33,-22.79,-27.52,small,4745406.07,,below_cutoff
GULRY,Guoco,-16.376405034987645,15.52,-4.93,-8.94,0,0.0,-16.74,nan,-22.98,small,0.0,,below_cutoff
SVNDY,Seven & i,-16.41171925917196,13.23,-7.13,-11.73,29,2.77,-14.42,-55.71,-23.53,small,2093978.18,,below_cutoff
CLX,Clorox,-16.45961685392249,118.97,-3.28,-15.59,34,1.7,-7.62,-6.97,-28.03,large,228837012.8,,below_cutoff
EWCZ,European Wax Center,-16.475157589715558,4.61,-7.55,-13.72,58,6.3,-18.84,-14.3,-46.4,small,2390930.47,,below_cutoff
IMVT,Immunovant,-16.477923543570302,15.18,-7.01,-21.73,44,3.89,-1.68,38.97,-55.39,small,17910806.46,,below_cutoff
TKLF,Tokyo Lifestyle Co,-16.536217474523102,3.56,-5.86,-0.91,37,4.61,-6.32,-72.57,-44.55,small,12976.2,low_liquidity_today,below_cutoff
QSR.TO,Restaurant Brands International,-16.583561386924156,86.38,-5.73,-6.02,37,1.69,-11.41,-39.25,-12.7,small,60856867.56,,below_cutoff
FSUN,Firstsun Capital Bancorp,-16.625439679385423,37.94,3.92,0.94,83,2.91,8.37,264.04,-13.71,small,5998882.88,breakout_protect,below_cutoff
SLNO,Soleno Therapeutics,-16.681570791108587,67.68,-16.59,6.11,35,5.46,-12.55,-35.46,-23.52,small,112177231.71,,below_cutoff
