ticker,name,qs_score,tr_score,merged_score,merged_qs_score,merged_tr_score,probe_ok,probe_lvl,valuation_boost,val_PE,val_YoY,val_PEG,val_PE_trailing,val_PE_forward,tr_trend,tr_struct,tr_stability,tr_blowoff,tr_value,tr_valuation_boost,tr_final_score,merged_trend,merged_struct,merged_stability,merged_blowoff,merged_value,merged_valuation_boost,merged_final_score
VTYX,Ventyx Biosciences,73.09647928146342,73.24424482036586,73.20730343564026,73.09647928146342,73.24424482036586,False,0,0.0,,0.29974813693887914,,,,6.0,0.0,4.3764,0.0,-5.0,0.0,73.24424482036586,6.0,0.0,4.3764,0.0,-5.0,0.0,73.20730343564026
GLUE,Monte Rosa Therapeutics,61.511088884719854,77.05265543255172,73.16726379559375,61.511088884719854,77.05265543255172,False,0,0.0,44.4375,0.385,,44.4375,,4.63477458458998,0.0,4.3427999999999995,0.0,1.051257142857143,0.0,77.05265543255172,4.63477458458998,0.0,4.3427999999999995,0.0,1.051257142857143,0.0,73.16726379559375
ELA,Envela,58.89613666194287,61.0357382733373,60.500837870488695,58.89613666194287,61.0357382733373,False,0,12.0,26.897436,1.155,,26.897436,29.971428,1.9227511954821461,0.0,4.348,0.0,1.965675957142857,12.0,61.0357382733373,1.9227511954821461,0.0,4.348,0.0,1.965675957142857,12.0,72.5008378704887
EFX.TO,Enerflex,59.249586433292826,55.08573586937032,56.12669851035094,59.249586433292826,55.08573586937032,False,0,16.0,12.165605,0.25,,12.165605,31.833332,1.6236479121595606,0.0,4.06,0.0,1.1331046999999999,16.0,55.08573586937032,1.6236479121595606,0.0,4.06,0.0,1.1331046999999999,16.0,72.12669851035093
RIGL,Rigel Pharmaceuticals,44.22050784120101,60.915003099890455,56.7413792852181,44.22050784120101,60.915003099890455,False,0,15.0,7.4660745,1.086,6.874838397790056,7.4660745,52.517044,2.896080511747079,0.0,4.1518,0.0,1.3745372500000004,15.0,60.915003099890455,2.896080511747079,0.0,4.1518,0.0,1.3745372500000004,15.0,71.7413792852181
OGC.TO,OceanaGold,40.69949222052745,50.055669684919074,47.716625318821166,40.69949222052745,50.055669684919074,False,0,21.0,13.253112,0.48,,13.253112,51.51613,0.7396737721580513,0.0,3.9374000000000002,0.0,3.5000000000000004,21.0,50.055669684919074,0.7396737721580513,0.0,3.9374000000000002,0.0,3.5000000000000004,21.0,68.71662531882117
SQM,Sociedad Quimica y Minera de Chile,46.950119743378906,47.86038508666016,47.632818750839846,46.950119743378906,47.86038508666016,False,0,21.0,14.959799,0.358,,,14.959799,1.4949422315633418,0.0,2.7196,0.0,3.224732097592764,21.0,47.86038508666016,1.4949422315633418,0.0,2.7196,0.0,3.224732097592764,21.0,68.63281875083985
WBD,Warner Bros Discovery,99.11602553972308,51.34630145751892,78.28873247806996,99.11602553972308,51.34630145751892,False,0,-10.0,121.94737,,,,,2.0477979653467653,0.0,3.594,0.0,-3.9836206,-10.0,51.34630145751892,2.0477979653467653,0.0,3.594,0.0,-3.9836206,-10.0,68.28873247806996
VWDRY,Vestas Wind Systems,40.50924716473925,41.194369853235344,41.02308918111132,40.50924716473925,41.194369853235344,False,0,27.0,21.194445,1.308,0.5872,21.194445,26.310347,0.9317877877810103,0.0,3.5907999999999998,0.0,0.5286002684714891,27.0,41.194369853235344,0.9317877877810103,0.0,3.5907999999999998,0.0,0.5286002684714891,27.0,68.02308918111132
ANRO,Alto Neuroscience,59.59496900572982,70.07755475143246,67.4569083150068,59.59496900572982,70.07755475143246,False,0,0.0,,-0.6920809805811872,,,,6.0,0.0,4.4082,0.0,-5.0,0.0,70.07755475143246,6.0,0.0,4.4082,0.0,-5.0,0.0,67.4569083150068
SEE,Sealed Air,41.741218048235226,42.42998268192281,42.25779152350091,41.741218048235226,42.42998268192281,False,0,25.0,15.884758,1.75,0.5967,15.884758,13.565079,-0.18571106935405668,0.0,3.6626,0.0,3.4962265000000006,25.0,42.42998268192281,-0.18571106935405668,0.0,3.6626,0.0,3.4962265000000006,25.0,67.25779152350091
ELWS,Earlyworks,65.60895825342737,67.53777436066761,67.05557033385756,65.60895825342737,67.53777436066761,False,0,0.0,,0.731,,,,4.950881492923547,0.0,4.8412,0.0,-5.0,0.0,67.53777436066761,4.950881492923547,0.0,4.8412,0.0,-5.0,0.0,67.05557033385756
WDC,Western Digital,47.19573693478754,40.17026339935737,41.92663178321491,47.19573693478754,40.17026339935737,False,0,25.0,19.604225,3.3320802005012533,0.7113,19.604225,15.799091,0.1563056582547001,0.0,3.5092000000000003,0.0,1.644361250805337,25.0,40.17026339935737,0.1563056582547001,0.0,3.5092000000000003,0.0,1.644361250805337,25.0,66.9266317832149
TNK,Teekay Tankers,45.17438001491556,40.82859105946642,41.9150382983287,45.17438001491556,40.82859105946642,False,0,25.0,6.90899,0.492,,6.90899,5.563003,0.9689728275409568,0.0,3.3952,0.0,0.3409950000000003,25.0,40.82859105946642,0.9689728275409568,0.0,3.3952,0.0,0.3409950000000003,25.0,66.91503829832871
LVS,Las Vegas Sands,42.84734600488846,54.92716357819268,51.90720918486663,42.84734600488846,54.92716357819268,False,0,15.0,28.968468,0.619,0.8625,28.968468,23.385454,1.1537584498240854,0.0,3.6972000000000005,0.0,4.716538,15.0,54.92716357819268,1.1537584498240854,0.0,3.6972000000000005,0.0,4.716538,15.0,66.90720918486663
NESR,National Energy Services Reunited,70.58281929292892,65.26587701705293,66.59511258602193,70.58281929292892,65.26587701705293,False,0,0.0,18.635136,5.0659777424483305,3.678487539306449,18.635136,11.303278,2.114829454886557,0.0,4.5846,0.0,1.3924443413819665,0.0,65.26587701705293,2.114829454886557,0.0,4.5846,0.0,1.3924443413819665,0.0,66.59511258602193
COMM,CommScope,49.95900000917498,43.89152757468659,45.40839568330869,49.95900000917498,43.89152757468659,False,0,21.0,14.214876,0.506,,14.214876,21.5,1.614188624936053,0.0,2.8832,0.0,0.7191103700000002,21.0,43.89152757468659,1.614188624936053,0.0,2.8832,0.0,0.7191103700000002,21.0,66.4083956833087
ARIS.TO,Aris Mining,73.97529166748188,57.15560378650354,61.360525756748125,73.97529166748188,57.15560378650354,False,0,5.0,42.076923,0.916,,42.076923,11.805756,1.6890310753726574,0.0,3.2902,0.0,2.280219785714286,5.0,57.15560378650354,1.6890310753726574,0.0,3.2902,0.0,2.280219785714286,5.0,66.36052575674813
ERO.TO,ERO Copper,38.84645042594497,52.61512877240058,49.17295918578668,38.84645042594497,52.61512877240058,False,0,17.0,15.777203,0.419,,15.777203,6.226994,0.755031543867491,0.0,4.6368,0.0,2.864617774965306,17.0,52.61512877240058,0.755031543867491,0.0,4.6368,0.0,2.864617774965306,17.0,66.17295918578668
HL,Hecla Mining,54.08935549450786,51.114229782165644,51.8580112102512,54.08935549450786,51.114229782165644,False,0,13.0,43.16129,56.848,0.759240254714326,43.16129,49.555553,1.3426938327867983,0.0,2.9534000000000002,0.0,3.580485764142978,13.0,51.114229782165644,1.3426938327867983,0.0,2.9534000000000002,0.0,3.580485764142978,13.0,64.85801121025119
LUG.TO,Lundin Gold,54.15251589633362,57.45065614670117,56.626121084109286,54.15251589633362,57.45065614670117,False,0,7.0,27.007519,0.536,,27.007519,37.810528,1.370879657732231,0.0,4.4456,0.0,2.187382635714286,7.0,57.45065614670117,1.370879657732231,0.0,4.4456,0.0,2.187382635714286,7.0,63.626121084109286
K.TO,Kinross Gold,36.48224678959894,47.102399714938116,44.44736148360332,36.48224678959894,47.102399714938116,False,0,17.0,17.009901,0.66,,17.009901,40.904762,0.5019086502915626,0.0,3.8857999999999997,0.0,3.5000000000000004,17.0,47.102399714938116,0.5019086502915626,0.0,3.8857999999999997,0.0,3.5000000000000004,17.0,61.44736148360332
IMG.TO,IAMGOLD,48.24851558523432,49.559312427262405,49.231613216755385,48.24851558523432,49.559312427262405,False,0,12.0,22.662498,0.61,,22.662498,16.633026,0.9050495458659443,0.0,3.7483999999999997,0.0,2.651017480460409,12.0,49.559312427262405,0.9050495458659443,0.0,3.7483999999999997,0.0,2.651017480460409,12.0,61.231613216755385
ATH.TO,Athabasca Oil,43.33398176838144,51.887118026171905,49.748833961724294,43.33398176838144,51.887118026171905,False,0,11.0,8.848837,0.165,,8.848837,11.028986,0.9116227080497584,0.0,4.3462,0.0,2.4949185000000003,11.0,51.887118026171905,0.9116227080497584,0.0,4.3462,0.0,2.4949185000000003,11.0,60.748833961724294
RHLD,Resolute Holdings Management,42.87717765809406,66.11335691452352,60.304312100416155,42.87717765809406,66.11335691452352,False,0,0.0,,0.128,,,,3.6,0.0,4.441,0.0,0.9999999999999999,0.0,66.11335691452352,3.6,0.0,4.441,0.0,0.9999999999999999,0.0,60.304312100416155
DY,Dycom Industries,67.82452629961028,48.11042685258191,53.03895171433901,67.82452629961028,48.11042685258191,False,0,7.0,32.166504,0.532,,32.166504,34.9561,0.7826942023130421,0.0,2.8384000000000005,0.0,2.8155674571428566,7.0,48.11042685258191,0.7826942023130421,0.0,2.8384000000000005,0.0,2.8155674571428566,7.0,60.03895171433901
IMOS,ChipMOS Technologies,53.59142238686738,52.442574341321226,52.72978635270776,53.59142238686738,52.442574341321226,False,0,7.0,22.204725,0.215,,22.204725,27.920794,2.26527142774924,0.0,4.4952,0.0,-2.027,7.0,52.442574341321226,2.26527142774924,0.0,4.4952,0.0,-2.027,7.0,59.72978635270776
DRD,DRDGOLD,39.59768644094208,43.654087784133836,42.6399874483359,39.59768644094208,43.654087784133836,False,0,17.0,17.653334,0.719,,17.653334,38.941174,0.5023681788797416,0.0,4.157,0.0,1.2105000000000001,17.0,43.654087784133836,0.5023681788797416,0.0,4.157,0.0,1.2105000000000001,17.0,59.6399874483359
AGX,Argan,67.4685778493947,50.01400189832968,54.377645886095934,67.4685778493947,50.01400189832968,False,0,5.0,40.15928,0.908,,40.15928,66.27075,1.7137919902447247,0.0,2.7886,0.0,1.3713942857142851,5.0,50.01400189832968,1.7137919902447247,0.0,2.7886,0.0,1.3713942857142851,5.0,59.377645886095934
TBPH,Theravance Biopharma,63.724432771665846,55.10105740218903,57.25690124455823,63.724432771665846,55.10105740218903,False,0,2.0,32.42105,0.185,,32.42105,308.0,2.005914580222487,0.0,3.4246,0.0,1.3455989624999998,2.0,55.10105740218903,2.005914580222487,0.0,3.4246,0.0,1.3455989624999998,2.0,59.25690124455823
HYMC,Hycroft Mining,87.02710047912541,49.91138107575236,59.19031092659562,87.02710047912541,49.91138107575236,False,0,0.0,,-0.10671706891538238,,,,3.72935860954018,0.0,2.4926,0.0,-4.829332350147211,0.0,49.91138107575236,3.72935860954018,0.0,2.4926,0.0,-4.829332350147211,0.0,59.19031092659562
EBR,Axia Energia,52.65830209214725,38.60526013980865,42.118520627893304,52.65830209214725,38.60526013980865,False,0,17.0,20.425924,1.2810192330432237,,20.425924,11.163968,-0.20586534064662218,0.0,4.4266,0.0,-0.8601472705656021,17.0,38.60526013980865,-0.20586534064662218,0.0,4.4266,0.0,-0.8601472705656021,17.0,59.118520627893304
PRU.AX,Perseus Mining,40.56807241780797,49.72140945246341,47.43307519379955,40.56807241780797,49.72140945246341,False,0,11.0,12.658537,0.081,,12.658537,18.535715,0.7549453482684068,0.0,3.8762,0.0,3.5000000000000004,11.0,49.72140945246341,0.7549453482684068,0.0,3.8762,0.0,3.5000000000000004,11.0,58.43307519379955
GSAT,Globalstar,83.78643825995259,49.910523915318976,58.379502501477376,83.78643825995259,49.910523915318976,False,0,0.0,,0.021,,,,3.1864171533837466,0.0,4.3016,0.0,-7.6861707500000005,0.0,49.910523915318976,3.1864171533837466,0.0,4.3016,0.0,-7.6861707500000005,0.0,58.379502501477376
STOK,Stoke Therapeutics,55.322219604987225,52.55249666414446,53.244927399355156,55.322219604987225,52.55249666414446,False,0,5.0,43.14706,1.172,,43.14706,,1.9235737924415481,0.0,3.6954000000000002,0.0,0.7037814285714284,5.0,52.55249666414446,1.9235737924415481,0.0,3.6954000000000002,0.0,0.7037814285714284,5.0,58.244927399355156
JAMF,Jamf,43.21994299776245,48.03142225081604,46.828552437552645,43.21994299776245,48.03142225081604,False,0,11.0,14.449438,0.152,,,14.449438,0.35754497354799486,0.0,4.7128,0.0,1.505637185701607,11.0,48.03142225081604,0.35754497354799486,0.0,4.7128,0.0,1.505637185701607,11.0,57.828552437552645
III.TO,Imperial Metals,38.906936669276746,43.589699634751504,42.419008893382816,38.906936669276746,43.589699634751504,False,0,15.0,6.044643,0.104,,6.044643,96.71429,0.715218888370639,0.0,4.4976,0.0,-0.13186990000000023,15.0,43.589699634751504,0.715218888370639,0.0,4.4976,0.0,-0.13186990000000023,15.0,57.419008893382816
ENS,EnerSys,44.41321530168596,41.127778996869,41.949138073073236,44.41321530168596,41.127778996869,False,0,15.0,16.213614,0.077,0.8917,16.213614,14.480083,1.1966256013634295,0.0,1.7863999999999998,0.0,3.9803313,15.0,41.127778996869,1.1966256013634295,0.0,1.7863999999999998,0.0,3.9803313,15.0,56.949138073073236
FULC,Fulcrum Therapeutics,66.54394667031283,53.49447167965012,56.756840427315794,66.54394667031283,53.49447167965012,False,0,0.0,,0.9000873272717933,,,,2.9289310494585763,0.0,4.6876,0.0,-5.0,0.0,53.49447167965012,2.9289310494585763,0.0,4.6876,0.0,-5.0,0.0,56.756840427315794
IONS,Ionis Pharmaceuticals,69.85901889106131,52.00037442247586,56.46503553962222,69.85901889106131,52.00037442247586,False,0,0.0,,0.171,,,,1.5860541910575825,0.0,4.293,0.0,-1.5412089253732797,0.0,52.00037442247586,1.5860541910575825,0.0,4.293,0.0,-1.5412089253732797,0.0,56.46503553962222
OMER,Omeros,66.97745084791721,52.90161015489008,56.420570328146866,66.97745084791721,52.90161015489008,False,0,0.0,,-0.3310500538989755,,,,3.3420758008244986,0.0,4.1676,0.0,-5.0,0.0,52.90161015489008,3.3420758008244986,0.0,4.1676,0.0,-5.0,0.0,56.420570328146866
GCT,GigaCloud Technology,63.34988963140745,49.18329090925521,52.72494058979327,63.34988963140745,49.18329090925521,False,0,3.0,10.537765,0.01,,10.537765,9.937323,2.0350147093503606,0.0,2.4928,0.0,1.3836321795396596,3.0,49.18329090925521,2.0350147093503606,0.0,2.4928,0.0,1.3836321795396596,3.0,55.72494058979327
VHC,VirnetX,47.85734839955382,21.746526222592614,28.274231766832912,47.85734839955382,21.746526222592614,False,0,27.0,11.89071,47.0,0.25299382978723406,,11.89071,-0.04098070511174612,0.0,4.9315999999999995,0.0,-8.5,27.0,21.746526222592614,-0.04098070511174612,0.0,4.9315999999999995,0.0,-8.5,27.0,55.27423176683291
HWX.TO,Headwater Exploration,43.71879131018278,37.31595534563945,38.916664336775284,43.71879131018278,37.31595534563945,False,0,16.0,12.027777,0.20475165308319238,,12.027777,8.093457,-0.5804369496238081,0.0,3.6974,0.0,2.2595000000000005,16.0,37.31595534563945,-0.5804369496238081,0.0,3.6974,0.0,2.2595000000000005,16.0,54.916664336775284
NC,NACCO Industries,41.77483660633429,37.606125546757674,38.64830331165183,41.77483660633429,37.606125546757674,False,0,16.0,12.667519,0.243,,12.667519,,0.49876487926462465,0.0,3.9375999999999998,0.0,-0.7433249999999998,16.0,37.606125546757674,0.49876487926462465,0.0,3.9375999999999998,0.0,-0.7433249999999998,16.0,54.64830331165183
PHAT,Phathom Pharmaceuticals,63.167121634922346,51.65187892426772,54.53068960193138,63.167121634922346,51.65187892426772,False,0,0.0,,2.027,,,,2.1721859642723254,0.0,4.101,0.0,-2.021975,0.0,51.65187892426772,2.1721859642723254,0.0,4.101,0.0,-2.021975,0.0,54.53068960193138
MU,Micron Technology,36.738014309316526,32.89888248829212,33.85866544354822,36.738014309316526,32.89888248829212,False,0,20.0,27.321474,2.569,0.1796,27.321474,16.112665,-0.5135522237263062,0.0,2.9318,0.0,2.988429668254045,20.0,32.89888248829212,-0.5135522237263062,0.0,2.9318,0.0,2.988429668254045,20.0,53.85866544354822
CGG.TO,China Gold International Resources,40.94828207181909,57.273339716564436,53.1920753053781,40.94828207181909,57.273339716564436,False,0,0.0,16.834482,4.204,4.004396289248335,16.834482,31.294872,1.0692314969309964,0.0,4.6982,0.0,3.5000000000000004,0.0,57.273339716564436,1.0692314969309964,0.0,4.6982,0.0,3.5000000000000004,0.0,53.1920753053781
VICR,Vicor,56.67826612071385,45.00609160378371,47.924135233016244,56.67826612071385,45.00609160378371,False,0,5.0,46.357143,1.461,,46.357143,81.12501,0.4654031445493706,0.0,3.8406000000000002,0.0,0.9822397857142857,5.0,45.00609160378371,0.4654031445493706,0.0,3.8406000000000002,0.0,0.9822397857142857,5.0,52.924135233016244
AMLX,Amylyx Pharmaceuticals,78.64928856861094,44.306049705250075,52.89185942109029,78.64928856861094,44.306049705250075,False,0,0.0,,-7.124150108583142,,,,1.9076346762815004,0.0,3.8476,0.0,-5.0,0.0,44.306049705250075,1.9076346762815004,0.0,3.8476,0.0,-5.0,0.0,52.89185942109029
EQX.TO,Equinox Gold,48.56431782174347,36.871397706946325,39.79462773564561,48.56431782174347,36.871397706946325,False,0,13.0,119.57143,156.818,0.7624853652004234,119.57143,11.013158,0.9384470096087053,0.0,3.075,0.0,-0.6125439043987297,13.0,36.871397706946325,0.9384470096087053,0.0,3.075,0.0,-0.6125439043987297,13.0,52.79462773564561
KEP,Korea Electric Power,50.72869795780082,33.13554187320933,37.5338308943572,50.72869795780082,33.13554187320933,False,0,15.0,3.8306637,0.056,,3.8306637,3.6077588,1.3857036013347228,0.0,3.7310000000000003,0.0,-5.0,15.0,33.13554187320933,1.3857036013347228,0.0,3.7310000000000003,0.0,-5.0,15.0,52.5338308943572
VSCO,Victoria's Secret & Co,67.92766248902583,48.65647559515873,53.47427231862551,67.92766248902583,48.65647559515873,False,0,-1.0,17.990196,0.03,,17.990196,16.4574,1.743799614918442,0.0,2.7215999999999996,0.0,0.9029999999999999,-1.0,48.65647559515873,1.743799614918442,0.0,2.7215999999999996,0.0,0.9029999999999999,-1.0,52.47427231862551
FLS,Flowserve,40.82297239921466,49.685378625739006,47.46977706910792,40.82297239921466,49.685378625739006,False,0,5.0,19.694767,2.795,1.6938,19.694767,20.718655,-0.527964698905092,0.0,4.5878,0.0,4.8902729,5.0,49.685378625739006,-0.527964698905092,0.0,4.5878,0.0,4.8902729,5.0,52.46977706910792
PRPO,Precipio,54.677972247313846,58.28011739558552,57.3795811085176,54.677972247313846,58.28011739558552,False,0,-5.0,62.820515,0.299,,,62.820515,2.57175374228679,0.0,4.4978,0.0,-0.6793607999999997,-5.0,58.28011739558552,2.57175374228679,0.0,4.4978,0.0,-0.6793607999999997,-5.0,52.3795811085176
NUTX,Nutex Health,46.76717187321862,36.44668586287077,39.026807365457735,46.76717187321862,36.44668586287077,False,0,13.0,6.943205,2.399,2.8942080033347226,6.943205,91.28,1.692171578036501,0.0,2.4696,0.0,-0.9739935566851103,13.0,36.44668586287077,1.692171578036501,0.0,2.4696,0.0,-0.9739935566851103,13.0,52.026807365457735
PSNL,Personalis,61.9073251718342,47.908980310262706,51.40856652565558,61.9073251718342,47.908980310262706,False,0,0.0,,0.24942749501366626,,,,2.529507373083515,0.0,3.1992000000000003,0.0,-1.9666640451643491,0.0,47.908980310262706,2.529507373083515,0.0,3.1992000000000003,0.0,-1.9666640451643491,0.0,51.40856652565558
DPM.TO,DPM Metals,41.89107668848507,48.95166655168631,47.186519085886,41.89107668848507,48.95166655168631,False,0,4.0,14.0,1.674,8.363201911589009,14.0,15.266969,0.4324510292670528,0.0,4.031000000000001,0.0,3.5000000000000004,4.0,48.95166655168631,0.4324510292670528,0.0,4.031000000000001,0.0,3.5000000000000004,4.0,51.186519085886
CDZI,Cadiz,91.77917188827064,37.643893864378995,51.17771337035191,91.77917188827064,37.643893864378995,False,0,0.0,,0.287,,,,1.5931919752019612,0.0,3.7201999999999997,0.0,-7.68382245521963,0.0,37.643893864378995,1.5931919752019612,0.0,3.7201999999999997,0.0,-7.68382245521963,0.0,51.17771337035191
LXEO,Lexeo Therapeutics,65.14096046956678,46.48290500314971,51.14741886975398,65.14096046956678,46.48290500314971,False,0,0.0,,-0.48105250474440464,,,,1.95914893497265,0.0,4.6424,0.0,-5.0,0.0,46.48290500314971,1.95914893497265,0.0,4.6424,0.0,-5.0,0.0,51.14741886975398
HUHU,Huhutech International Group,44.15576518626084,53.4613426775411,51.134948304721036,44.15576518626084,53.4613426775411,False,0,0.0,,0.109,,,,2.9721919272675557,0.0,3.9189999999999996,0.0,-1.06706500636855,0.0,53.4613426775411,2.9721919272675557,0.0,3.9189999999999996,0.0,-1.06706500636855,0.0,51.134948304721036
