ticker,name,qs_score,tr_score,merged_score,merged_qs_score,merged_tr_score,probe_ok,probe_lvl,valuation_boost,val_PE,val_YoY,val_PEG,val_PE_trailing,val_PE_forward,tr_trend,tr_struct,tr_stability,tr_blowoff,tr_value,tr_valuation_boost,tr_final_score,merged_trend,merged_struct,merged_stability,merged_blowoff,merged_value,merged_valuation_boost,merged_final_score
INSM,Insmed,95.93460426369654,35.70692764905207,50.76384680271319,95.93460426369654,35.70692764905207,False,0,0.0,,,,,,2.4213238748754367,0.0,3.3688,0.0,-10.009299560282711,0.0,35.70692764905207,2.4213238748754367,0.0,3.3688,0.0,-10.009299560282711,0.0,50.76384680271319
LMND,Lemonade,54.04262255721616,48.841083993874314,50.141468634709774,54.04262255721616,48.841083993874314,False,0,0.0,,0.422,,,,1.5323110990731843,0.0,4.0832,0.0,-0.5795669459419057,0.0,48.841083993874314,1.5323110990731843,0.0,4.0832,0.0,-0.5795669459419057,0.0,50.141468634709774
SDE.TO,Spartan Delta,43.40665630595412,51.29282391124144,49.321282009919614,43.40665630595412,51.29282391124144,False,0,0.0,37.5,0.331,,37.5,7.0093455,1.6197786678515709,0.0,4.0192000000000005,0.0,1.3087094578959901,0.0,51.29282391124144,1.6197786678515709,0.0,4.0192000000000005,0.0,1.3087094578959901,0.0,49.321282009919614
IMNM,Immunome,87.32509715638822,36.20302005073034,48.98353932714481,87.32509715638822,36.20302005073034,False,0,0.0,,-1.742945152894032,,,,3.010580306534595,0.0,3.5794,0.0,-11.0,0.0,36.20302005073034,3.010580306534595,0.0,3.5794,0.0,-11.0,0.0,48.98353932714481
CRVS,Corvus Pharmaceuticals,62.8408894281126,43.632169121517066,48.434349198165954,62.8408894281126,43.632169121517066,False,0,0.0,,-1.3046727588886011,,,,2.092572840303072,0.0,4.1622,0.0,-5.0,0.0,43.632169121517066,2.092572840303072,0.0,4.1622,0.0,-5.0,0.0,48.434349198165954
M,Macy's,41.67901571283058,38.4180318799865,39.23327783819752,41.67901571283058,38.4180318799865,False,0,9.0,11.431819,11.933333333333334,2.1802,11.431819,7.79845,0.8217426971161048,0.0,3.2988,0.0,0.3646539055064423,9.0,38.4180318799865,0.8217426971161048,0.0,3.2988,0.0,0.3646539055064423,9.0,48.23327783819752
UTHR,United Therapeutics,41.44799498236784,41.002837571571604,41.114126924270664,41.44799498236784,41.002837571571604,False,0,7.0,17.999243,0.121,,17.999243,17.030848,-0.7773197979459596,0.0,4.0464,0.0,3.5000000000000004,7.0,41.002837571571604,-0.7773197979459596,0.0,4.0464,0.0,3.5000000000000004,7.0,48.114126924270664
CMI,Cummins,36.41559821580124,45.238510507498546,43.032782434574216,36.41559821580124,45.238510507498546,False,0,5.0,24.50778,4.368707482993197,1.95,24.50778,20.981794,0.7356258419259656,0.0,2.8346,0.0,4.840001472727272,5.0,45.238510507498546,0.7356258419259656,0.0,2.8346,0.0,4.840001472727272,5.0,48.032782434574216
INTG,InterGroup,59.9208742192579,43.65327248806142,47.720172920860534,59.9208742192579,43.65327248806142,False,0,0.0,,0.06,,,,1.9864637860185828,0.0,2.9274,0.0,-1.3615913,0.0,43.65327248806142,1.9864637860185828,0.0,2.9274,0.0,-1.3615913,0.0,47.720172920860534
TARS,Tarsus Pharmaceuticals,58.48491756097998,44.085849070876236,47.68561619340217,58.48491756097998,44.085849070876236,False,0,0.0,,1.467,,,,1.200250490664879,0.0,3.7068,0.0,-1.0430092054693447,0.0,44.085849070876236,1.200250490664879,0.0,3.7068,0.0,-1.0430092054693447,0.0,47.68561619340217
GPCR,Structure Therapeutics,65.16051306261039,41.63863221722862,47.51910242857406,65.16051306261039,41.63863221722862,False,0,0.0,,-0.367172506137023,,,,1.6300291735734884,0.0,4.2326,0.0,-5.0,0.0,41.63863221722862,1.6300291735734884,0.0,4.2326,0.0,-5.0,0.0,47.51910242857406
WGX.AX,Westgold Resources,49.50733484426663,39.2866910726309,41.841852015539835,49.50733484426663,39.2866910726309,False,0,5.0,136.25,0.81,,136.25,14.729729,1.1507496931907417,0.0,3.7498,0.0,-2.0,5.0,39.2866910726309,1.1507496931907417,0.0,3.7498,0.0,-2.0,5.0,46.841852015539835
ILMN,Illumina,51.94286970191731,52.10242646299478,52.062537272725415,51.94286970191731,52.10242646299478,False,0,-6.0,27.769058,0.004,,27.769058,28.02036,1.2837573200023547,0.0,3.3560000000000003,0.0,3.302210142857143,-6.0,52.10242646299478,1.2837573200023547,0.0,3.3560000000000003,0.0,3.302210142857143,-6.0,46.062537272725415
KRYS,Krystal Biotech,39.09300138666504,41.66946470991114,41.02534887909961,39.09300138666504,41.66946470991114,False,0,5.0,31.739523,1.923,,31.739523,36.242737,0.7860075720182669,0.0,3.617,0.0,1.143419875,5.0,41.66946470991114,0.7860075720182669,0.0,3.617,0.0,1.143419875,5.0,46.02534887909961
CJ.TO,Cardinal Energy,46.74520840296804,47.080514374651415,46.99668788173057,46.74520840296804,47.080514374651415,False,0,-1.0,18.854168,0.04590822216645109,,18.854168,12.928572,0.5865230115041521,0.0,3.9326,0.0,2.1857019089193908,-1.0,47.080514374651415,0.5865230115041521,0.0,3.9326,0.0,2.1857019089193908,-1.0,45.99668788173057
CNX,Core Natural Resources,39.74795780264838,47.996185129538404,45.9341282978159,39.74795780264838,47.996185129538404,False,0,0.0,22.253012,2.25,9.890227555555555,22.253012,20.296701,0.5377781875014431,0.0,3.9564,0.0,3.263295742246888,0.0,47.996185129538404,0.5377781875014431,0.0,3.9564,0.0,3.263295742246888,0.0,45.9341282978159
AEO,American Eagle Outfitters,42.80585711215615,37.13254519248417,38.55087317240216,42.80585711215615,37.13254519248417,False,0,7.0,18.186274,0.154,,18.186274,9.561855,0.5794980022011623,0.0,3.0232,0.0,1.0622382,7.0,37.13254519248417,0.5794980022011623,0.0,3.0232,0.0,1.0622382,7.0,45.55087317240216
GRAL,GRAIL,66.56634639564913,38.53271362634074,45.54112181866783,66.56634639564913,38.53271362634074,False,0,0.0,,0.263,,,,3.7564013911113174,0.0,2.0826,0.0,-6.258026514948406,0.0,38.53271362634074,3.7564013911113174,0.0,2.0826,0.0,-6.258026514948406,0.0,45.54112181866783
MNPR,Monopar Therapeutics,47.57893684350154,44.675050973836655,45.40102244125288,47.57893684350154,44.675050973836655,False,0,0.0,,-0.8550411106810648,,,,2.201856148130699,0.0,4.4314,0.0,-4.095400651103406,0.0,44.675050973836655,2.201856148130699,0.0,4.4314,0.0,-4.095400651103406,0.0,45.40102244125288
IRS,IRSA Inversiones y Representaciones,37.74232719176888,26.257556869558705,29.12874945011125,37.74232719176888,26.257556869558705,False,0,15.0,3.6574714,0.123,,3.6574714,,0.9547485823415598,0.0,3.3369999999999997,0.0,-4.321000000000001,15.0,26.257556869558705,0.9547485823415598,0.0,3.3369999999999997,0.0,-4.321000000000001,15.0,44.12874945011125
ARWR,Arrowhead Pharmaceuticals,58.739950301612645,38.77556616638192,43.7666622001896,58.739950301612645,38.77556616638192,False,0,0.0,,-1.9204384362440627,,,,1.9794360861621134,0.0,2.0780000000000003,0.0,-0.9662269426514711,0.0,38.77556616638192,1.9794360861621134,0.0,2.0780000000000003,0.0,-0.9662269426514711,0.0,43.7666622001896
KYTX,Kyverna Therapeutics,48.69661087350789,41.13039507305463,43.02194902316795,48.69661087350789,41.13039507305463,False,0,0.0,,-1.111735082662426,,,,1.9095797873794533,0.0,4.5028,0.0,-5.0,0.0,41.13039507305463,1.9095797873794533,0.0,4.5028,0.0,-5.0,0.0,43.02194902316795
KURA,Kura Oncology,43.79645192155503,42.71030797913504,42.98184396474004,43.79645192155503,42.71030797913504,False,0,0.0,,-0.13989294442151332,,,,1.0230011426660988,0.0,4.6168000000000005,0.0,-2.0,0.0,42.71030797913504,1.0230011426660988,0.0,4.6168000000000005,0.0,-2.0,0.0,42.98184396474004
IMPP,Imperial Petroleum,55.639398829281134,38.53221992560249,42.80901465152215,55.639398829281134,38.53221992560249,False,0,0.0,5.727273,-0.2948833105158346,,5.727273,3.048387,1.417752023738241,0.0,3.7698,0.0,-3.5889295,0.0,38.53221992560249,1.417752023738241,0.0,3.7698,0.0,-3.5889295,0.0,42.80901465152215
PEPG,PepGen,57.15502486853936,37.82626713008144,42.65845656469592,57.15502486853936,37.82626713008144,False,0,0.0,,-0.1444178770381299,,,,4.504268329591863,0.0,1.0824,0.0,-5.0,0.0,37.82626713008144,4.504268329591863,0.0,1.0824,0.0,-5.0,0.0,42.65845656469592
CEU.TO,CES Energy Solutions,40.052494424249616,39.30190441188071,39.489551914972935,40.052494424249616,39.30190441188071,False,0,3.0,14.74359,0.028,,14.74359,12.777778,0.531324633267551,0.0,4.13,0.0,-0.49568079999999987,3.0,39.30190441188071,0.531324633267551,0.0,4.13,0.0,-0.49568079999999987,3.0,42.489551914972935
SCR.TO,Strathcona Resources,39.78377731111272,42.89557163818194,42.11762305641464,39.78377731111272,42.89557163818194,False,0,0.0,15.071174,2.049,7.35538018545632,15.071174,10.694444,0.5422428095561568,0.0,3.835,0.0,1.6091319515015179,0.0,42.89557163818194,0.5422428095561568,0.0,3.835,0.0,1.6091319515015179,0.0,42.11762305641464
PUMP,ProPetro,66.29672977034286,51.355296025381286,55.09065446162168,66.29672977034286,51.355296025381286,False,0,-13.0,26.542858,-2.6098629049209427,,,26.542858,0.6658402697593241,0.0,4.7918,0.0,-0.3941526428571429,-13.0,51.355296025381286,0.6658402697593241,0.0,4.7918,0.0,-0.3941526428571429,-13.0,42.09065446162168
IMRX,Immuneering,50.0901482768088,39.19283271646984,41.91716160655458,50.0901482768088,39.19283271646984,False,0,0.0,,-0.14147665092336267,,,,2.125245051012211,0.0,3.9388,0.0,-5.0,0.0,39.19283271646984,2.125245051012211,0.0,3.9388,0.0,-5.0,0.0,41.91716160655458
PAM,Pampa Energia,38.78202383898434,27.429433282570557,30.267580921674003,38.78202383898434,27.429433282570557,False,0,11.0,14.596581,0.094,,14.596581,11.220762,-0.46568726509341296,0.0,4.768,0.0,-4.0,11.0,27.429433282570557,-0.46568726509341296,0.0,4.768,0.0,-4.0,11.0,41.267580921674
TRT,Trio-Tech International,56.72925846728048,36.01876088521221,41.19638528072928,56.72925846728048,36.01876088521221,False,0,0.0,118.571434,0.583,,118.571434,,1.828059483814052,0.0,3.4156,0.0,-4.790502512052427,0.0,36.01876088521221,1.828059483814052,0.0,3.4156,0.0,-4.790502512052427,0.0,41.19638528072928
BLTE,Belite Bio,84.74306529239674,26.520448289289234,41.07610254006611,84.74306529239674,26.520448289289234,False,0,0.0,,-0.1426403641881639,,,,3.130160793505537,0.0,-0.7474000000000001,0.0,-3.9246421871200132,0.0,26.520448289289234,3.130160793505537,0.0,-0.7474000000000001,0.0,-3.9246421871200132,0.0,41.07610254006611
KZR,Kezar Life Sciences,48.41947122552049,37.935615511773435,40.5565794402102,48.41947122552049,37.935615511773435,False,0,0.0,,0.17801119073328753,,,,1.5519139360599348,0.0,4.3842,0.0,-5.0,0.0,37.935615511773435,1.5519139360599348,0.0,4.3842,0.0,-5.0,0.0,40.5565794402102
ARVN,Arvinas,43.503369183328,39.48821150031594,40.49200092106896,43.503369183328,39.48821150031594,False,0,0.0,,0.4584808058807514,,,,1.372180069254697,0.0,4.3877999999999995,0.0,-3.5000000000000004,0.0,39.48821150031594,1.372180069254697,0.0,4.3877999999999995,0.0,-3.5000000000000004,0.0,40.49200092106896
ORGO,Organogenesis,44.607745888373074,38.90943373778187,40.33401177542967,44.607745888373074,38.90943373778187,False,0,0.0,,0.222,,,,1.4101297890573103,0.0,3.9068,0.0,-2.7180398,0.0,38.90943373778187,1.4101297890573103,0.0,3.9068,0.0,-2.7180398,0.0,40.33401177542967
FTCI,FTC Solar,36.54729561575943,41.23949903517426,40.066448180320556,36.54729561575943,41.23949903517426,False,0,0.0,,1.568,,,,1.0238910904738137,0.0,5.032,0.0,-2.9101372000000003,0.0,41.23949903517426,1.0238910904738137,0.0,5.032,0.0,-2.9101372000000003,0.0,40.066448180320556
GRGD.TO,Groupe Dynamite,38.00486539387739,40.72488705048209,40.04488163633091,38.00486539387739,40.72488705048209,False,0,0.0,41.490196,0.492,,41.490196,30.481127,0.029671135544798832,0.0,3.9506,0.0,1.9440538571428574,0.0,40.72488705048209,0.029671135544798832,0.0,3.9506,0.0,1.9440538571428574,0.0,40.04488163633091
TK,Teekay Corp Ltd,46.45747332167548,43.23353543126848,44.03951990387023,46.45747332167548,43.23353543126848,False,0,-4.0,11.494382,-0.11199474246719021,,11.494382,23.790697,1.1886663758788794,0.0,3.9227999999999996,0.0,-0.7332689488973471,-4.0,43.23353543126848,1.1886663758788794,0.0,3.9227999999999996,0.0,-0.7332689488973471,-4.0,40.03951990387023
SSEL.L,SSE,41.48870307190722,38.81093438777725,39.480376558809745,41.48870307190722,38.81093438777725,False,0,0.0,16.174553,-0.30464776381175096,1.0165,16.174553,,0.8897239221239485,0.0,3.347,0.0,0.2420030022331579,0.0,38.81093438777725,0.8897239221239485,0.0,3.347,0.0,0.2420030022331579,0.0,39.480376558809745
ADPT,Adaptive Biotechnologies Corp,58.50168376118054,33.1020946779599,39.451991948765055,58.50168376118054,33.1020946779599,False,0,0.0,,1.024,,,,2.3134769337738783,0.0,0.8719999999999999,0.0,-0.9249594819909754,0.0,33.1020946779599,2.3134769337738783,0.0,0.8719999999999999,0.0,-0.9249594819909754,0.0,39.451991948765055
LQDA,Liquidia,59.27721332298724,32.827224128119184,39.4397214268362,59.27721332298724,32.827224128119184,False,0,0.0,,11.217,,,,1.7957567313707052,0.0,4.0022,0.0,-7.634731524665858,0.0,32.827224128119184,1.7957567313707052,0.0,4.0022,0.0,-7.634731524665858,0.0,39.4397214268362
W,Wayfair Inc,58.69148249790062,39.35982390760962,44.19273855518237,58.69148249790062,39.35982390760962,False,0,-5.0,128.09756,0.081,,,128.09756,2.1232490926681105,0.0,3.6595999999999997,0.0,-5.0525691,-5.0,39.35982390760962,2.1232490926681105,0.0,3.6595999999999997,0.0,-5.0525691,-5.0,39.19273855518237
DK,Delek US,47.785075834680256,36.30891369463312,39.177954229644904,47.785075834680256,36.30891369463312,False,0,0.0,,-29.303030303030305,,,,1.0348030073848453,0.0,4.0680000000000005,0.0,-3.476,0.0,36.30891369463312,1.0348030073848453,0.0,4.0680000000000005,0.0,-3.476,0.0,39.177954229644904
UPB,Upstream Bio,67.59020256765962,29.693453277568224,39.167640600091076,67.59020256765962,29.693453277568224,False,0,0.0,,0.125,,,,2.724651830194792,0.0,3.6252,0.0,-11.0,0.0,29.693453277568224,2.724651830194792,0.0,3.6252,0.0,-11.0,0.0,39.167640600091076
CEPU,Central Puerto,37.574512958140986,33.89039232987285,34.81142248693989,37.574512958140986,33.89039232987285,False,0,4.0,11.016001,2.665,4.133583864915572,11.016001,14.494738,-0.21015975766284067,0.0,4.9430000000000005,0.0,-2.5,4.0,33.89039232987285,-0.21015975766284067,0.0,4.9430000000000005,0.0,-2.5,4.0,38.81142248693989
ABVX,Abivax,55.51997999605298,33.01381176550264,38.640353823140224,55.51997999605298,33.01381176550264,False,0,0.0,,-0.1929199945850819,,,,3.7559819366789524,0.0,3.1534000000000004,0.0,-9.98438178779666,0.0,33.01381176550264,3.7559819366789524,0.0,3.1534000000000004,0.0,-9.98438178779666,0.0,38.640353823140224
SLS.TO,Solaris Resources,45.88224185405405,35.954281281789065,38.43627142485531,45.88224185405405,35.954281281789065,False,0,0.0,,-0.8780969566913773,,,,1.271827862684578,0.0,4.2512,0.0,-4.480437916415995,0.0,35.954281281789065,1.271827862684578,0.0,4.2512,0.0,-4.480437916415995,0.0,38.43627142485531
PTCT,PTC Therapeutics,45.435053607043606,21.126624571709904,27.20373183054333,45.435053607043606,21.126624571709904,False,0,11.0,8.88675,0.072,,8.88675,,-0.058914012198247545,0.0,3.4862,-7.5,2.6528749999999994,11.0,21.126624571709904,-0.058914012198247545,0.0,3.4862,-7.5,2.6528749999999994,11.0,38.20373183054333
VET.TO,Vermilion Energy,39.77782768355979,28.022895187468094,30.96162831149102,39.77782768355979,28.022895187468094,False,0,7.0,19.030302,0.158,,19.030302,9.587787,-0.20430217937856832,0.0,3.338,0.0,-0.9472204499999997,7.0,28.022895187468094,-0.20430217937856832,0.0,3.338,0.0,-0.9472204499999997,7.0,37.96162831149102
TRVI,Trevi Therapeutics,47.65837130583679,34.3566081308089,37.682048924565876,47.65837130583679,34.3566081308089,False,0,0.0,,-0.6484087390332014,,,,1.1366488273386146,0.0,3.9876,0.0,-4.261282904784746,0.0,34.3566081308089,1.1366488273386146,0.0,3.9876,0.0,-4.261282904784746,0.0,37.682048924565876
VCYT,Veracyte,55.80307442018601,37.941890612591955,42.40718656449047,55.80307442018601,37.941890612591955,False,0,-5.0,115.81579,0.263,,115.81579,110.024994,1.6175900201974032,0.0,3.4382,0.0,-3.5,-5.0,37.941890612591955,1.6175900201974032,0.0,3.4382,0.0,-3.5,-5.0,37.40718656449047
HTHT,H World,38.104077987666194,33.479659173913284,34.63576387735151,38.104077987666194,33.479659173913284,False,0,2.0,26.2994,0.15,,26.2994,21.42439,0.4229499412566453,0.0,3.12,0.0,0.26782121428571476,2.0,33.479659173913284,0.4229499412566453,0.0,3.12,0.0,0.26782121428571476,2.0,36.63576387735151
MLYS,Mineralys Therapeutics,42.17282426784076,34.70827524291451,36.57441249914607,42.17282426784076,34.70827524291451,False,0,0.0,,-1.4730868730701827,,,,1.8176093550666836,0.0,3.6896,0.0,-4.562282749207917,0.0,34.70827524291451,1.8176093550666836,0.0,3.6896,0.0,-4.562282749207917,0.0,36.57441249914607
TSEM.TA,Tower Semiconductor,43.60140348011544,40.86199953460421,41.54685052098202,43.60140348011544,40.86199953460421,False,0,-5.0,58.80492,0.068,,58.80492,149.375,2.974452239628646,0.0,3.9314,0.0,-5.8506692030429095,-5.0,40.86199953460421,2.974452239628646,0.0,3.9314,0.0,-5.8506692030429095,-5.0,36.54685052098202
IDN,Intellicheck,42.176547034532526,41.0990856807105,41.36845101916601,42.176547034532526,41.0990856807105,False,0,-5.0,638.0,0.277,,638.0,91.14286,2.060624862963528,0.0,4.1052,0.0,-3.7745816156650602,-5.0,41.0990856807105,2.060624862963528,0.0,4.1052,0.0,-3.7745816156650602,-5.0,36.36845101916601
MDGL,Madrigal Pharmaceuticals,53.524799842242544,30.464226298919364,36.22936968475016,53.524799842242544,30.464226298919364,False,0,0.0,,3.62,,,,0.266777418494626,0.0,3.0706,0.0,-1.8356239887665724,0.0,30.464226298919364,0.266777418494626,0.0,3.0706,0.0,-1.8356239887665724,0.0,36.22936968475016
FSLY,Fastly,49.974207698020976,38.26394256421215,41.19150884766435,49.974207698020976,38.26394256421215,False,0,-5.0,545.5,0.153,,,545.5,1.7371166689077184,0.0,3.5898000000000003,0.0,-3.5,-5.0,38.26394256421215,1.7371166689077184,0.0,3.5898000000000003,0.0,-3.5,-5.0,36.19150884766435
NUVL,Nuvalent,59.14925674369236,28.36002571870287,36.05733347495024,59.14925674369236,28.36002571870287,False,0,0.0,,-1.0659013302276203,,,,1.2421895603214494,0.0,2.4981999999999998,0.0,-4.180417126411325,0.0,28.36002571870287,1.2421895603214494,0.0,2.4981999999999998,0.0,-4.180417126411325,0.0,36.05733347495024
PRAX,Praxis Precision Medicines,59.54035314992555,28.10957052190556,35.967266178910556,59.54035314992555,28.10957052190556,False,0,0.0,,-0.4829935835557322,,,,4.600861658928726,0.0,1.6284,0.0,-10.535256153255462,0.0,28.10957052190556,4.600861658928726,0.0,1.6284,0.0,-10.535256153255462,0.0,35.967266178910556
SAP.TO,Saputo,37.66637466069494,12.627802544690454,18.887445573691576,37.66637466069494,12.627802544690454,False,0,17.0,18.64115,0.511,,,18.64115,-0.5897511726450707,0.0,3.5439999999999996,-7.5,1.3376955999999998,17.0,12.627802544690454,-0.5897511726450707,0.0,3.5439999999999996,-7.5,1.3376955999999998,17.0,35.88744557369158
FIGS,Figs,44.31254598322542,39.13012842063365,40.42573281128159,44.31254598322542,39.13012842063365,False,0,-5.0,88.0,0.082,,88.0,121.00001,1.6789392456879693,0.0,3.9484000000000004,0.0,-3.381875,-5.0,39.13012842063365,1.6789392456879693,0.0,3.9484000000000004,0.0,-3.381875,-5.0,35.42573281128159
FDMT,4D Molecular Therapeutics,61.942887425365086,26.17688001183237,35.118381865215554,61.942887425365086,26.17688001183237,False,0,0.0,,29.0,,,,1.5595288617891199,0.0,4.4696,0.0,-11.0,0.0,26.17688001183237,1.5595288617891199,0.0,4.4696,0.0,-11.0,0.0,35.118381865215554
FOLD,Amicus Therapeutics,40.12123172168288,40.07305669551567,40.08510045205747,40.12123172168288,40.07305669551567,False,0,-5.0,59.750004,0.195,,,59.750004,0.7427999261097065,0.0,4.0280000000000005,0.0,-0.48214314285714266,-5.0,40.07305669551567,0.7427999261097065,0.0,4.0280000000000005,0.0,-0.48214314285714266,-5.0,35.08510045205747
RDAC,Rising Dragon Acquisition Corp,40.23047652618602,33.27272915913387,35.012166000896904,40.23047652618602,33.27272915913387,False,0,0.0,,,,,,0.8019405756323607,0.0,4.7356,0.0,-5.0,0.0,33.27272915913387,0.8019405756323607,0.0,4.7356,0.0,-5.0,0.0,35.012166000896904
RAPP,Rapport Therapeutics,51.72915443638281,29.184283219591734,34.820501023789504,51.72915443638281,29.184283219591734,False,0,0.0,,-1.2511067670902087,,,,1.2520401266209271,0.0,3.1018,0.0,-4.69336427445859,0.0,29.184283219591734,1.2520401266209271,0.0,3.1018,0.0,-4.69336427445859,0.0,34.820501023789504
ENLT.TA,Enlight Renewable Energy,48.9892027861404,29.695505758593605,34.5189300154803,48.9892027861404,29.695505758593605,False,0,0.0,38.42949,0.333,,38.42949,48.54251,1.3102738189803436,0.0,3.9322000000000004,0.0,-6.459249285714286,0.0,29.695505758593605,1.3102738189803436,0.0,3.9322000000000004,0.0,-6.459249285714286,0.0,34.5189300154803
BKV,BKV,39.76138706014307,35.12454519256102,36.28375565945654,39.76138706014307,35.12454519256102,False,0,-2.0,54.125,4.0,,54.125,21.29508,0.6261349984800378,0.0,3.2436000000000003,0.0,-0.08035714285714285,-2.0,35.12454519256102,0.6261349984800378,0.0,3.2436000000000003,0.0,-0.08035714285714285,-2.0,34.28375565945654
REPL,Replimune,36.99228176869366,33.25756790970907,34.19124637445522,36.99228176869366,33.25756790970907,False,0,0.0,,-0.14598645004031624,,,,1.355790090291148,0.0,4.3027999999999995,0.0,-5.0,0.0,33.25756790970907,1.355790090291148,0.0,4.3027999999999995,0.0,-5.0,0.0,34.19124637445522
SEPN,Septerna,51.39997867237653,28.18012297429288,33.98508689881379,51.39997867237653,28.18012297429288,False,0,0.0,,121.131,,,,2.6983319006883812,0.0,3.5527999999999995,0.0,-9.78778087316905,0.0,28.18012297429288,2.6983319006883812,0.0,3.5527999999999995,0.0,-9.78778087316905,0.0,33.98508689881379
BCAX,Bicara Therapeutics,46.321650309353416,29.06247076886655,33.37726565398827,46.321650309353416,29.06247076886655,False,0,0.0,3.35316,-0.3079734538809272,,3.35316,,1.4905326768042957,0.0,3.1734000000000004,0.0,-5.0,0.0,29.06247076886655,1.4905326768042957,0.0,3.1734000000000004,0.0,-5.0,0.0,33.37726565398827
IZEA,IZEA Worldwide,38.467697036250144,31.53945018019107,33.271511894205844,38.467697036250144,31.53945018019107,False,0,0.0,,-1.5651568299824747,,,,0.9948193297587243,0.0,3.3087999999999997,0.0,-2.407609878252606,0.0,31.53945018019107,0.9948193297587243,0.0,3.3087999999999997,0.0,-2.407609878252606,0.0,33.271511894205844
BTSG,BrightSpring Health Services,47.11891238890793,34.63760884368679,37.75793472999207,47.11891238890793,34.63760884368679,False,0,-5.0,64.05555,0.282,,64.05555,41.6747,1.3535905743780041,0.0,3.42,0.0,-3.2262123420555615,-5.0,34.63760884368679,1.3535905743780041,0.0,3.42,0.0,-3.2262123420555615,-5.0,32.75793472999207
ARGX,Argenx,49.97117248681933,18.501724744169554,26.369086679831998,49.97117248681933,18.501724744169554,False,0,6.0,39.23655,2.727,1.0131,39.23655,94.83179,-0.4661421290585565,0.0,3.8072000000000004,-7.5,1.4364721312043793,6.0,18.501724744169554,-0.4661421290585565,0.0,3.8072000000000004,-7.5,1.4364721312043793,6.0,32.369086679831995
RNA,Avidity Biosciences,37.77895623258311,29.87837765683893,31.853522300774976,37.77895623258311,29.87837765683893,False,0,0.0,,4.34,,,,2.2718777521263167,0.0,5.025,0.0,-10.457951104623165,0.0,29.87837765683893,2.2718777521263167,0.0,5.025,0.0,-10.457951104623165,0.0,31.853522300774976
AMRX,Amneal Pharmaceuticals,49.45143261060295,31.38906523425095,35.90465707833895,49.45143261060295,31.38906523425095,False,0,-5.0,1195.0,0.117,,1195.0,16.830986,1.111446675291461,0.0,2.8758,0.0,-2.7200378,-5.0,31.38906523425095,1.111446675291461,0.0,2.8758,0.0,-2.7200378,-5.0,30.90465707833895
APPN,Appian,37.60272298918181,34.925800662577636,35.59503124422868,37.60272298918181,34.925800662577636,False,0,-5.0,229.66666,0.214,,,229.66666,1.0459420823287138,0.0,4.2436,0.0,-3.5,-5.0,34.925800662577636,1.0459420823287138,0.0,4.2436,0.0,-3.5,-5.0,30.59503124422868
RAPT,RAPT Therapeutics,43.786616372981314,25.69223780247695,30.21583244510304,43.786616372981314,25.69223780247695,False,0,0.0,,-0.11187691570061131,,,,0.026146089025771535,0.0,4.2208,0.0,-5.0,0.0,25.69223780247695,0.026146089025771535,0.0,4.2208,0.0,-5.0,0.0,30.21583244510304
VIAV,Viavi Solutions,45.391226150386416,31.452830042748456,34.937429069657945,45.391226150386416,31.452830042748456,False,0,-5.0,266.0,0.166,,266.0,30.692308,-0.5003473706435269,0.0,4.4486,0.0,-2.2115750000000003,-5.0,31.452830042748456,-0.5003473706435269,0.0,4.4486,0.0,-2.2115750000000003,-5.0,29.937429069657945
SHOO,Steven Madden,38.11409430780296,33.709680530617746,34.810783974914045,38.11409430780296,33.709680530617746,False,0,-5.0,50.948723,0.069,,50.948723,13.115512,-0.3824897080126461,0.0,3.9518,0.0,0.28859358571428545,-5.0,33.709680530617746,-0.3824897080126461,0.0,3.9518,0.0,0.28859358571428545,-5.0,29.810783974914045
FRO,Frontline,37.6464599434083,37.09964332004137,37.23634747588311,37.6464599434083,37.09964332004137,False,0,-8.0,23.98148,-0.24501457921372793,,23.98148,7.1944447,0.8466462493900326,0.0,2.0238,0.0,3.3717046943113176,-8.0,37.09964332004137,0.8466462493900326,0.0,2.0238,0.0,3.3717046943113176,-8.0,29.236347475883107
EYPT,EyePoint Pharmaceuticals,39.07706209687255,25.314069947549505,28.754817984880265,39.07706209687255,25.314069947549505,False,0,0.0,,-0.848576876898086,,,,0.9640044126028747,0.0,4.2816,0.0,-7.192180775,0.0,25.314069947549505,0.9640044126028747,0.0,4.2816,0.0,-7.192180775,0.0,28.754817984880265
VTVT,vTv Therapeutics,52.51685216808812,20.604994845941455,28.58295917647812,52.51685216808812,20.604994845941455,False,0,0.0,,0.08829629629629629,,,,1.7125667510734353,0.0,3.8266000000000004,0.0,-11.0,0.0,20.604994845941455,1.7125667510734353,0.0,3.8266000000000004,0.0,-11.0,0.0,28.58295917647812
RLAY,Relay Therapeutics,60.37569703685704,17.340355904049776,28.09919118725159,60.37569703685704,17.340355904049776,False,0,0.0,,0.012471744845353289,,,,1.1261133934987453,0.0,3.6162,0.0,-11.0,0.0,17.340355904049776,1.1261133934987453,0.0,3.6162,0.0,-11.0,0.0,28.09919118725159
CYTK,Cytokinetics,50.693212259196265,20.413223376115713,27.98322059688585,50.693212259196265,20.413223376115713,False,0,0.0,,3.181,,,,1.3513677747766912,0.0,4.1292,0.0,-10.752878365963957,0.0,20.413223376115713,1.3513677747766912,0.0,4.1292,0.0,-10.752878365963957,0.0,27.98322059688585
