ticker,company,score,tier,ATRpct,AVWAP252,EMA20,EMA200,EMA50,EMA50_slope_5d,MACD_hist,RSI14,SMA20,SMA200,SMA50,avg_dollar_vol_20d,avg_vol_20d,d20,d5,dist_to_52w_low,drawdown_pct,is_20d_high,liq_tier,price,r120,r60,vol_vs20,vsEMA200,vsEMA50,vsSMA20,vsSMA200,vsSMA50
CELH,Celsius,51.2047,large,3.44,33.82,53.73449994231096,39.771454824425916,48.30015226595282,6.031332737655215,1.216,87,51.75,35.0,47.54,469816537.75,7553320.0,33.36,8.55,192.29,0.0,True,large,62.2,142.5,78.07,-61.05,56.393574926003055,28.77806193552168,20.2,77.73,30.84
APLD,Applied Digital,49.5337,large,8.48,8.94,14.005784877136103,8.931581384565316,12.0872514293915,6.622092416904191,0.094,69,13.74,8.65,11.79,553351971.48,35047342.0,46.87,12.06,401.23,-3.37,False,large,15.79,129.49,117.18,-50.13,76.78840196526373,30.633503342247458,14.89,82.62,33.96
BE,Bloom Energy,49.0198,large,6.76,22.82,39.52113750274626,23.993133131685774,32.77539835373292,8.880249844845011,0.149,70,39.71,23.75,30.36,535604435.59,11915560.0,30.9,-0.73,397.23,-3.33,False,large,44.95,91.93,129.45,-39.26,87.34526980404324,37.145548972040096,13.2,89.29,48.05
ALNY,Alnylam Pharmaceuticals,48.6658,large,2.96,288.46,419.0703153779546,301.5932831855818,371.00988882939225,5.44237511870167,1.775,88,414.25,283.34,356.82,636048112.5,1371296.0,41.06,3.32,106.77,0.0,True,large,463.83,90.46,62.43,-67.13,53.793212866278516,25.018231040545324,11.97,63.7,29.99
GALT,Galectin Therapeutics,47.1018,small,7.97,1.97,3.5993572120609802,2.225293000972937,3.0085318654585786,6.370294859691272,-0.035,57,3.67,1.93,2.9,1123755.15,283777.0,36.08,10.92,371.43,-4.58,False,small,3.96,165.77,206.98,-69.89,77.95409405721487,31.62566251883101,7.96,104.74,36.79
RIGL,Rigel Pharmaceuticals,46.7755,small,5.7,22.69,32.57107752215265,20.694996736500766,26.443493949893373,13.248432787420427,1.092,95,30.36,21.04,23.77,33524255.59,799338.0,107.93,6.15,246.9,0.0,True,small,41.94,87.48,118.55,9.49,102.65767873269769,58.60233931064587,38.15,99.38,76.42
UAMY,United States Antimony,46.7536,small,8.84,2.45,3.8537549394469797,2.4046386247785705,3.394334000878364,6.964433669665149,0.071,84,3.7,2.26,3.2,24179662.68,5343572.0,35.07,5.97,770.19,0.0,True,small,4.53,250.78,86.98,-32.72,88.38589521604902,33.45769741067779,22.39,100.02,41.61
STOK,Stoke Therapeutics,46.7479,small,5.52,11.2,15.713920226521267,11.686319949642835,13.604854291768703,9.322313712041751,0.566,95,14.88,10.79,13.16,16629709.3,850625.0,49.24,7.36,231.36,0.0,True,small,19.55,164.19,107.32,-35.92,67.28961798275515,43.6987091572768,31.42,81.13,48.59
LYSDY,Lynas Rare Earths,46.5660,small,2.27,5.87,8.358789120910712,5.63922377709872,7.273422041203468,6.816208422937131,0.059,77,8.19,5.22,6.94,4029973.33,432865.0,30.39,-0.96,141.82,-4.22,False,small,9.31,122.2,81.13,-91.36,65.09364352251028,28.000272048829956,13.68,78.28,34.17
ASMB,Assembly Biosciences,46.2658,small,5.47,17.31,22.88941059225665,16.07773428564754,19.978101532498346,6.927834299525526,0.391,87,21.99,15.04,19.57,3187929.98,120527.0,42.59,3.97,220.22,0.0,True,small,26.45,116.27,92.22,20.0,64.51323009866941,32.39496233900816,20.27,75.89,35.16
ALAB,Astera Labs,46.1058,large,6.33,94.32,161.83992095041773,97.44380364897975,133.30950424116497,8.061994675046202,-1.291,72,160.38,99.48,122.13,1134879679.86,6426014.0,44.49,-4.97,364.39,-8.8,False,large,176.61,160.94,83.09,-39.82,81.24292503625922,32.48117679629339,10.12,77.53,44.6
ESEA,Euroseas,45.7483,small,4.11,34.88,55.63134444692782,38.749311662988475,50.19035405505814,5.4068929551772005,0.995,81,54.56,34.94,49.91,3130694.29,49132.0,23.08,6.64,164.31,0.0,True,small,63.72,141.4,71.47,8.57,64.44163074221096,26.956665677432802,16.79,82.38,27.66
INSM,Insmed,45.4412,large,3.04,83.95,118.08462781888576,86.72085971529151,106.28864598336497,4.913095573844317,1.292,90,115.69,81.48,106.72,418135966.56,3174912.0,26.7,3.05,103.21,0.0,True,large,131.7,72.63,98.46,-54.83,51.86657562249386,23.907872549822585,13.84,61.63,23.4
VIOT,Viomi Technology,45.4294,small,8.86,2.34,3.4231777402127768,1.9282428477617155,2.8781155918065684,5.301776780378908,-0.071,59,3.46,1.76,2.68,2593697.34,716491.0,16.07,-4.49,207.91,-4.49,False,small,3.62,134.32,164.24,-32.92,87.73568921580903,25.776741222813683,4.72,106.12,35.16
LASR,nLight,45.4232,small,5.51,14.63,24.137430672061,14.94367976496137,20.92240338642589,6.316185093230575,0.178,72,23.49,13.11,20.72,28767139.07,1070206.0,38.63,2.67,317.39,-2.96,False,small,26.88,223.86,71.98,-63.43,79.87537489277486,28.47472397668853,14.43,104.99,29.73
COMM,CommScope,45.2780,small,5.71,6.93,13.47823898088653,6.867884348538968,10.630011708953862,11.428442799701056,0.019,87,13.07,6.28,9.68,172387562.13,11190364.0,93.29,-0.61,410.1,-1.94,False,small,15.4,149.27,150.9,-74.47,124.23208106694608,44.87284136317824,17.86,145.37,59.15
LQDA,Liquidia,45.1543,small,5.43,15.18,22.862467648261287,15.372713154669272,19.29290253140658,9.827432418645587,0.481,85,22.28,14.65,17.31,88053005.53,3233676.0,38.93,4.93,205.96,-1.77,False,small,27.23,83.12,92.03,-67.39,77.13203730552421,41.1399863533896,22.21,85.86,57.3
VNP.TO,5N Plus,45.0828,small,4.13,8.57,14.027623756878661,8.76257271966264,12.02357525490536,5.739466338328092,-0.113,75,14.1,8.03,11.41,8529968.77,554614.0,32.47,1.85,206.99,-1.09,False,small,15.38,147.67,86.42,-39.24,75.51922810852443,27.915363558150407,9.06,91.51,34.78
RCG.TO,RF Capital,45.0711,small,0.35,14.46,18.07729745750773,10.595418134458866,14.63286935468975,8.387304210608004,-0.284,53,18.78,9.85,13.08,1818558.27,92079.0,90.82,0.15,177.39,-1.25,False,small,19.75,84.24,145.34,-88.29,86.40132696385258,34.970110928177164,5.14,100.42,51.04
UCL,Ucloudlink,44.8802,small,13.52,2.14,3.155750389870092,1.831443898598876,2.6156543461465396,7.091724179320091,-0.052,61,3.15,1.62,2.47,685795.21,214311.0,25.0,-18.16,279.6,-19.6,False,small,3.2,136.16,86.05,-69.33,74.72552680691567,22.34032393134575,1.45,97.39,29.48
SIFY,Sify Technologies,44.5969,small,8.79,4.04,7.60552082013304,4.746189317160477,6.4582838441775525,6.854149316591029,-0.027,67,7.54,4.44,5.92,1443949.7,172928.0,50.45,1.58,334.9,-3.47,False,small,8.35,86.38,67.0,-64.28,75.93061384655407,29.291313318907754,10.79,88.24,41.14
RUN,Sunrun,44.5465,large,8.32,9.99,12.317673835668824,10.42632326512018,10.771864932947086,9.546840053596561,0.437,71,11.72,9.18,10.18,279273900.26,19095651.0,35.67,5.06,158.16,-31.98,False,large,14.62,137.03,116.67,-35.22,40.22200950654564,35.723944655886974,24.78,59.4,43.7
ONDS,Ondas,44.5051,small,12.22,2.09,3.2649960029372824,1.6553080096059196,2.5703093829021557,11.607245189911698,0.015,68,3.11,1.52,2.39,148012300.86,38595124.0,80.05,-0.65,471.54,-10.61,False,small,3.84,350.12,258.41,-28.62,131.98099554379561,49.39835747182415,23.14,152.68,60.74
ZONE,Cleancore Solutions,44.3872,small,8.51,1.98,3.9802624697511155,2.346386085543086,3.477044890275091,5.378191336247373,0.009,60,4.03,1.94,3.44,132532.92,29716.0,21.86,12.34,377.52,0.0,True,small,4.46,346.0,146.41,-73.69,90.07954519844952,28.269842373163655,10.57,130.1,29.74
XERS,Xeris Biopharma,44.3858,small,5.41,4.41,6.635417642326415,4.571998963384292,5.807189442547285,6.958999091315099,0.094,86,6.37,4.38,5.46,25158356.3,3312489.0,51.29,-1.11,202.59,-1.11,False,small,7.59,105.83,58.89,-64.53,66.01053632745617,30.700058523847584,19.32,73.41,39.2
VSAT,Viasat,44.3264,small,6.85,11.99,23.416491433902664,13.874175036364521,18.908211920645247,9.848096916473391,0.006,77,22.65,11.43,17.69,120824010.15,4578401.0,79.65,-2.62,286.38,-5.14,False,small,26.39,216.05,185.61,-78.36,90.20950745418178,39.56898785963805,16.49,130.94,49.2
FUTU,Futu,44.3101,large,3.77,105.4,164.82564291103623,114.18552237078974,148.49183074577266,4.1967095106206775,0.864,84,162.95,108.9,145.28,419852183.21,2303526.0,11.4,4.6,227.53,0.0,True,large,182.26,75.69,69.22,36.37,59.6174332925981,22.740758925681614,11.85,67.37,25.46
JMIA,Jumia Technologies,44.2672,small,8.0,4.07,6.37329398006349,4.626421799591124,5.19678612111914,11.289764439760086,0.105,78,6.04,3.69,4.82,39446171.94,5448743.0,49.27,-6.59,318.47,-9.84,False,small,7.24,213.4,119.38,-66.16,56.49243224298877,39.31687453092354,19.88,96.43,50.26
LMND,Lemonade,44.2036,large,7.26,36.32,51.06840751589977,36.34053938937727,45.16399285240509,6.373673334093644,0.734,75,48.51,37.15,44.37,201041125.17,3523946.0,42.7,-0.56,264.54,-4.5,False,large,57.05,59.58,75.38,-58.51,56.987213064526856,26.317440945573868,17.59,53.58,28.58
RERE,ATRenew,43.7097,small,6.97,3.18,3.9982025492897737,3.0209093059432246,3.5794152972467814,6.130966985604114,0.1,83,3.79,2.96,3.51,15303377.23,3249125.0,38.53,11.88,135.5,0.0,True,small,4.71,71.9,82.56,4.56,55.913320228903295,31.58573702310663,24.32,59.35,34.26
WLDN,Willdan,43.6946,small,6.37,59.93,100.14508661820412,57.549449118583965,84.52786793882986,6.302094924284107,-0.841,67,98.9,50.79,80.51,56011220.04,529958.0,28.83,-6.48,242.26,-12.18,False,small,105.69,235.74,95.32,-34.61,83.650758814771,25.035686545985648,6.86,108.09,31.28
W,Wayfair Inc,43.5545,large,4.65,44.61,72.88923247743054,49.524334596063504,63.23726162294492,5.659850031188962,-0.222,69,73.14,45.48,61.4,391510661.54,5141309.0,16.49,-3.28,215.45,-4.76,False,large,76.15,107.95,79.81,-6.48,53.76279281913436,20.41950907686023,4.11,67.44,24.01
TDUP,ThredUp,43.3696,small,6.02,5.24,9.800680819975637,5.370777487232595,8.586455632529013,5.835403385904736,0.071,85,9.59,4.38,8.43,26481261.76,2372873.0,45.12,6.18,2013.64,0.0,True,small,11.16,400.45,54.57,-18.59,107.79114432741883,29.97213841903923,16.33,154.72,32.38
GCT,GigaCloud Technology,43.2415,small,5.66,20.64,27.854224087167545,20.731126765067145,24.011292193432812,7.4601952286039275,0.312,82,26.82,19.44,22.84,34530505.7,1136994.0,26.17,-5.89,162.26,-6.5,False,small,30.37,89.69,68.16,-22.46,46.49469054028832,26.482155792957784,13.24,56.23,32.99
CPS,Cooper-Standard,43.0499,small,4.72,18.17,27.415586135012433,19.600571913315054,24.900891072725262,4.8733682580764714,0.613,80,26.76,18.17,24.28,8298514.66,238600.0,43.36,22.16,211.65,0.0,True,small,34.78,141.53,47.87,141.45,77.44380191464344,39.6737164883856,29.99,91.39,43.24
MOB,Mobilicom,42.3497,small,9.74,2.85,3.8127764269257827,2.493755104668826,3.342883788945336,5.071324884158446,0.011,69,3.74,2.53,3.31,1396775.27,326731.0,20.76,5.3,385.24,-8.26,False,small,4.28,114.82,135.41,-44.57,71.62872136028729,28.033167475149344,14.31,69.11,29.3
AMLX,Amylyx Pharmaceuticals,42.3210,small,4.92,4.97,7.986473758062535,5.3045268018656335,7.320228004395159,2.2831438739815413,-0.047,62,8.03,5.06,7.29,7971986.4,947354.0,3.25,5.19,302.63,-0.18,True,small,8.41,180.5,75.68,-3.66,58.543830847308634,14.88713186188364,4.79,66.32,15.4
QD,Qudian,42.2429,small,6.14,2.81,4.248715118280733,2.998724181491238,3.7330744552317507,6.950170576559134,0.052,65,4.17,2.95,3.54,3416704.59,724646.0,44.63,0.96,169.43,-6.08,False,small,4.72,73.99,59.83,9.01,57.40027139317585,26.437338890605666,13.05,59.58,33.08
WWW,Wolverine World Wide,42.2189,small,3.68,18.17,26.25349181864672,18.674234746360654,22.91858970823139,5.7153931034156,0.043,83,26.04,18.88,21.91,59619530.69,2067251.0,24.1,0.45,187.99,0.0,True,small,28.84,103.7,67.92,-67.48,54.43738601187131,25.836713197243057,10.77,52.79,31.65
TLS,Telos,42.1075,small,7.31,3.46,4.400582609110011,3.2039838547898642,3.56828993292277,16.38599369572049,0.292,91,3.88,3.1,3.27,16249672.19,2620915.0,118.31,11.71,216.33,0.0,True,small,6.2,114.53,145.06,-50.85,93.5090899640826,73.75269713359889,59.71,100.28,89.68
RDDT,Reddit,41.8701,large,5.85,135.14,207.22810462550984,138.92545067980134,176.1421882022519,7.28902731957406,-0.722,66,203.13,148.1,166.43,1931175124.04,8809503.0,46.48,-11.07,298.43,-11.07,False,large,219.21,34.94,107.92,-60.78,57.78966267688443,24.45059428255558,7.92,48.01,31.72
SWIN,Solowin Holdings,41.7186,small,10.9,2.73,4.1921283791874115,2.624661163420442,3.6184613985791922,4.88739425994027,-0.043,56,4.21,2.24,3.57,2696990.0,627207.0,13.91,-4.87,264.41,-13.31,False,small,4.3,209.35,157.49,-21.04,63.83067117114143,18.835038607525757,2.13,92.23,20.57
BHAC,XCF Global,41.6027,small,0.32,11.0,19.276607441247883,12.505986128973706,15.9726697370397,9.11779872606382,0.099,100,18.5,11.66,14.6,257.4,12.0,83.33,0.0,994.53,0.0,True,small,22.0,115.26,83.33,-100.0,75.9157556478548,37.73527132401209,18.92,88.69,50.68
SSRM.TO,SSR Mining,41.5421,small,3.68,12.96,20.810009497965737,14.869915173881248,18.88298096887554,5.066031355348,0.285,84,20.07,14.15,18.43,10323975.87,439505.0,37.13,1.38,258.63,0.0,True,small,23.49,69.24,44.46,-51.9,57.96996637384848,24.397731686104663,17.04,66.01,27.49
CRDO,Credo Technology,41.4810,large,6.24,63.43,111.45232213662615,70.77023345170721,99.91493070790257,2.6335339260490143,-2.095,53,113.85,67.96,100.18,435543810.78,3935340.0,9.34,-5.2,356.2,-11.73,False,large,110.68,119.51,76.49,-32.69,56.39343633863629,10.77423485741955,-2.79,62.85,10.48
SFTBY,SoftBank,41.4010,small,2.22,31.58,46.85652818527042,32.50452484907036,40.48152083590489,7.36788798231196,0.257,70,45.58,30.65,38.91,51077414.26,1028128.0,19.54,-10.81,137.14,-13.49,False,small,49.68,89.89,82.71,-81.44,52.8402591044824,22.722662029872566,9.01,62.07,27.7
MARI.TO,Marimaca Copper,41.3653,small,2.79,6.68,10.254831043177393,6.4916406468533285,9.038908237547862,5.349458132243723,0.042,80,10.18,6.0,8.9,385514.02,34575.0,14.71,-0.09,197.33,-0.09,True,small,11.15,106.48,143.98,33.35,71.75935339866206,23.355605643639656,9.51,85.84,25.28
AAME,Atlantic American,41.3549,small,8.76,2.09,2.7112538466779736,1.869973915821293,2.3526714629659344,9.743044140792435,0.103,75,2.58,1.74,2.28,134586.34,41585.0,42.57,5.08,150.88,-8.32,False,small,3.24,122.07,93.8,31.55,73.26444890954491,37.71578611811104,25.65,86.23,42.04
PGEN,Precigen,41.3230,small,7.8,2.02,2.339157074123726,1.5727703773603685,1.9481850244507002,16.65492326869198,0.185,88,2.11,1.44,1.82,51556973.29,14183486.0,131.53,23.64,442.54,0.0,True,small,3.63,117.66,165.33,37.71,130.8029228076095,86.32727150869539,72.01,152.05,100.13
CDTX,Cidara Therapeutics,41.3139,small,5.56,42.24,61.95091486502367,33.01914646079792,53.29197232808295,4.912993300843205,-0.459,66,62.89,28.9,52.46,27936881.94,413482.0,9.24,3.6,564.36,0.0,True,small,67.57,193.12,197.77,2.72,104.63884516282901,26.792079647600197,7.44,133.83,28.79
XGN,Exagen,41.2686,small,4.34,6.04,9.0400703172863,5.780565036475688,8.064102297586144,4.842728840429467,0.033,81,9.01,5.35,7.85,3645418.28,366006.0,37.0,4.95,309.88,0.0,True,small,9.96,225.49,48.66,-64.07,72.3014953927833,23.510337945258474,10.52,86.16,26.93
MGRM,Monogram Technologies,41.1156,small,2.0,3.92,5.303435293216723,3.386228237208256,4.659572880723979,3.5198848941577765,-0.085,54,5.45,3.03,4.45,958394.19,176175.0,-4.23,2.06,176.14,-7.95,False,small,5.44,130.51,106.06,13.41,60.6507187030298,16.748898219932194,-0.12,79.41,22.32
KTOS,Kratos Defense & Security Solutions,41.1121,large,5.91,38.97,62.69021736356248,39.71734967890076,55.24450297960676,4.519587327683738,-0.45,70,62.67,36.32,53.56,258986690.55,3979513.0,8.88,-4.99,213.04,-5.87,False,large,65.08,150.21,74.34,-54.34,63.85786193224459,17.803575903332813,3.84,79.18,21.5
OSS,One Stop Systems,41.0872,small,7.61,3.95,5.231130860437532,3.556895389064233,4.751421834508746,2.2334174372398374,-0.042,63,5.25,3.34,4.81,2427605.26,432728.0,7.47,9.57,190.67,-7.88,False,small,5.61,98.94,103.26,15.01,57.72181597603603,18.069920865698585,6.8,67.73,16.66
HOOD,Robinhood Markets,41.0095,large,5.87,59.28,107.37649542397817,65.496552941051,97.23733390703207,2.87659943891887,-1.241,58,108.15,59.24,97.69,4440266349.12,41676361.0,1.61,-6.68,462.52,-7.37,False,large,106.54,127.22,63.56,-25.34,62.665049099437994,9.566969515908518,-1.48,79.86,9.07
IMRX,Immuneering,40.9962,small,7.36,2.4,3.58359839795628,2.3815889408725943,3.3170785133667877,2.8257236445314415,0.054,69,3.53,2.19,3.47,2806178.48,617883.0,11.86,20.79,332.53,0.0,True,small,4.54,206.86,152.31,847.7,90.62903434278553,36.867426613666865,28.53,107.77,30.74
KOD,Kodiak Sciences,40.8264,small,10.13,5.67,8.538177994375108,5.121587966464212,6.821906817053812,11.966163924516614,0.046,72,8.55,5.48,6.06,6880372.8,695338.0,11.93,-6.39,380.34,-12.04,False,small,9.9,153.72,182.71,-73.41,93.29942324186338,45.12071573964314,15.71,80.65,63.26
CURA.TO,Curaleaf Holdings,40.7751,small,12.14,2.44,3.0637986352702606,2.2240138807721266,2.2896368193669776,16.408785116740976,0.051,71,2.91,1.86,1.92,3878868.79,984484.0,127.75,7.07,286.27,-19.43,False,small,3.94,125.14,222.95,-43.2,77.15716768063167,72.07969258152053,35.58,112.23,104.7
PBYI,Puma Biotechnology,40.5110,small,9.32,3.34,4.426372079311489,3.418133908080907,3.894274506129458,8.149511430274426,0.124,80,4.11,3.25,3.71,4637596.13,892704.0,58.38,-9.34,130.89,-9.34,False,small,5.2,55.07,54.15,-22.16,52.12979186410847,33.52936450204971,26.33,59.88,40.05
CELC,Celcuity,40.4134,small,5.97,26.23,42.7225943517515,18.476812346880028,30.714571048765844,16.405456340160242,-0.473,78,44.06,15.07,25.41,151072120.75,3009405.0,264.56,-3.07,511.45,-4.14,False,small,50.2,464.04,378.1,-67.61,171.691886335993,63.44034211090541,13.93,233.03,97.55
ETH,Ethan Allen Interiors,39.9938,large,3.95,28.7,38.025703394838146,27.289865324820397,33.00674588421796,5.2274568079231365,-0.224,66,37.96,26.66,31.23,225282388.06,5638389.0,16.42,-3.23,190.16,-10.57,False,large,39.96,99.48,62.02,-39.72,46.427985350502965,21.066160657499733,5.27,49.84,27.92
GH,Guardant Health,39.7796,large,4.3,39.61,53.92689729999167,43.24601997322044,50.22301673152891,4.250785392262069,1.121,86,51.26,42.59,49.98,202604550.97,3281577.0,38.99,4.86,205.64,0.0,True,large,61.74,51.55,61.67,-43.96,42.764582817636686,22.931683554645943,20.45,44.96,23.53
IBP,Installed Building Products,39.6340,small,3.85,194.18,243.456372077038,196.9732083232898,216.20841745080796,5.355153580216698,1.145,77,238.32,186.97,206.67,165241836.63,626213.0,29.05,-1.25,71.73,-3.18,False,small,263.88,65.04,70.84,-46.61,33.9674579331098,22.048902217249868,10.72,41.13,27.68
ANIP,ANI Pharmaceuticals,39.5463,small,3.71,64.89,80.48196032628253,65.36816031381827,72.88359562545645,5.455856276327564,1.428,92,77.08,63.07,69.97,66214409.65,725240.0,35.3,4.38,71.13,0.0,True,small,91.3,56.18,57.93,-45.6,39.67044439018726,25.26824344559524,18.45,44.77,30.49
SEDG,SolarEdge Technologies,39.5040,small,8.5,18.22,27.800100244527147,20.618368754801583,25.157782498739504,5.523346594378675,0.488,67,27.04,17.6,24.97,142667981.94,4722542.0,10.94,0.5,188.68,-5.77,False,small,30.21,113.8,78.55,-25.6,46.51983558575519,20.08212568621115,11.73,71.66,20.96
METCB,Ramaco Resources,39.4947,small,9.24,10.91,14.709628807297495,10.069294940838198,12.627114994344124,6.071830029642222,-0.098,65,14.66,9.39,11.74,3082427.95,198674.0,7.71,-10.52,153.81,-10.52,False,small,15.52,79.73,104.75,-88.79,54.13194360863631,22.910102639848006,5.86,65.22,32.12
NEON,Neonode,39.2537,small,7.39,11.82,23.36386647722907,14.225604549310601,21.78666232976464,1.7350377276307283,0.078,62,22.9,12.37,23.23,6526228.75,261049.0,-8.56,9.94,644.05,-14.68,False,small,25.0,203.77,136.29,-16.42,75.7394556649021,14.749104849554406,9.16,102.11,7.64
PSD.TO,Pulse Seismic,38.9574,small,4.51,2.86,3.751512667044463,2.700178835283487,3.416560471347677,3.1487520850757678,-0.009,66,3.76,2.5,3.37,272546.48,67967.0,16.85,8.67,114.07,0.0,True,small,4.01,72.46,62.7,36.44,48.50868200287175,17.36950168536715,6.51,60.36,19.08
YSG,Yatsen Holding,38.7061,small,6.81,6.89,9.250144865580596,6.3072609357065845,8.759934582690217,1.5995676495790034,0.035,61,9.06,5.6,9.43,4747049.59,502333.0,15.1,0.21,211.88,-13.78,False,small,9.45,156.1,78.3,50.49,49.82731959766846,7.877517928882294,4.29,68.86,0.18
RYTM,Rhythm Pharmaceuticals,38.7043,small,3.24,62.92,93.17749357138518,66.91230268581701,84.05901532477074,3.9614326950215606,0.093,79,92.33,63.82,81.13,56219416.82,558009.0,16.54,3.22,127.99,0.0,True,small,100.75,92.27,69.07,-12.19,50.570217965844066,19.85626956340365,9.11,57.88,24.18
CHCI,Comstock Holding Companies,38.6614,small,4.05,9.83,14.043119154138955,10.154044324956681,12.59339758757817,5.020877834932169,0.107,81,13.76,9.64,12.11,235889.29,15453.0,24.51,2.79,138.52,-1.9,False,small,15.27,138.52,63.26,0.04,50.38342862527483,21.25401341304405,10.97,58.41,26.01
ZBIO,Zenas Biopharma,38.6454,small,8.33,11.54,15.715898651362687,12.31800887815554,13.921458694752507,4.4798396823828135,-0.096,58,16.02,10.69,13.2,2641007.56,156736.0,7.6,0.18,162.05,-34.38,False,small,16.85,153.77,82.56,-28.33,36.79158837010894,21.03616703866935,5.16,57.68,27.64
TPCS,TechPrecision,38.5307,small,10.1,3.6,5.046906089093708,3.624010663400682,4.420071584596707,4.868536235779652,-0.051,60,5.14,3.39,4.16,491904.23,90590.0,31.16,-1.09,153.74,-6.86,False,small,5.43,95.32,37.47,-37.3,49.833996208626544,22.848689123559506,5.69,60.24,30.4
METC,Ramaco Resources,38.1340,small,9.97,15.28,21.890300245917558,13.391569055275138,18.730711761271465,3.8856610935789515,-0.54,57,22.21,11.89,17.83,79854577.64,3663894.0,-3.31,-7.61,226.27,-19.13,False,small,21.8,148.8,137.94,-34.78,62.78898992357178,16.386394056176478,-1.87,83.32,22.22
CMCL,Caledonia Mining,38.0836,small,5.9,15.77,22.720411712119972,16.01423708818677,20.96262142017696,3.4172886271330194,0.203,67,22.23,14.1,21.14,4335563.18,173805.0,15.43,8.08,179.93,0.0,True,small,24.94,148.25,45.03,-21.52,55.73642292580707,18.97366984834603,12.21,76.95,18.02
FTCI,FTC Solar,38.0601,small,10.26,4.3,5.417394444415277,4.245455473019271,5.0309897672169415,3.6879019914300315,0.073,54,5.48,3.97,5.04,898263.7,140554.0,11.92,13.31,211.75,-9.48,False,small,6.39,119.62,56.64,31.25,50.513885744644924,27.012780698515314,16.55,60.96,26.7
ABVX,Abivax,38.0354,small,4.37,41.08,63.74244294068339,20.223548007747528,44.38023770402601,15.387568077135171,-1.945,55,70.26,14.21,35.27,96853521.72,1310957.0,11.11,4.88,1329.01,0.0,True,small,73.88,907.91,1200.7,0.44,265.3167088766866,66.47049187232695,5.15,419.76,109.44
VERV,Verve Therapeutics,38.0326,small,1.0,7.21,10.662786988025088,6.996380265012499,9.028134553085078,5.1767413309272925,-0.213,37,11.11,6.45,8.21,48436073.19,4351848.0,-1.11,2.02,274.75,-2.2,False,small,11.13,46.25,103.85,136.03,59.08226223292792,23.28128180363325,0.18,72.51,35.51
MIRM,Mirum Pharmaceuticals,37.9977,small,4.55,46.99,61.08174503299415,48.109906063254236,55.52420114377413,4.82283016708922,0.772,82,59.12,47.06,54.31,49812554.69,724546.0,32.65,1.21,81.64,0.0,True,small,68.75,49.49,57.21,-57.76,42.90196266359043,23.819881391861976,16.29,46.08,26.59
APM,Aptorum,37.6724,small,5.98,3.19,1.6549419785736352,1.4035918127077922,1.414905971884554,9.158438593329276,0.155,89,1.58,1.1,1.34,75800873.5,18090900.0,131.49,201.44,667.4,0.0,True,small,4.19,369.73,387.21,1888.78,198.5198376098179,196.13275251211348,165.95,282.27,213.38
MBOT,Microbot Medical,37.5829,small,6.25,2.27,3.0044779229385403,2.129427272043516,2.770248743298532,3.9836893761003633,0.052,81,2.95,1.99,2.69,8824019.77,2434212.0,22.05,17.31,336.75,0.0,True,small,3.62,166.54,28.09,113.49,69.99876199228201,30.67418616314108,22.87,82.47,34.95
NUS,Nu Skin Enterprises,37.5650,small,5.16,7.34,10.30886519577578,8.101297182342398,9.25146045509058,6.076146666958637,0.201,81,9.84,7.51,9.0,7176224.92,630345.0,30.11,-1.52,109.24,-4.01,False,small,11.38,49.69,54.74,-47.36,40.471331243147944,23.007605720653544,15.69,51.63,26.55
SNOA,Sonoma Pharmaceuticals,37.5433,small,8.79,3.88,4.083789588582613,3.5139269688518855,3.6220580828346587,10.794900805545637,0.22,85,3.73,2.98,3.43,19845117.32,3898844.0,48.83,-4.86,170.74,-4.86,False,small,5.09,140.09,58.07,-93.63,44.85218517967859,40.52784034916732,36.48,70.88,48.18
U,Unity Software,37.3699,large,7.02,24.25,35.069148054077225,25.165235920432373,31.605890089015084,3.9762454952868342,-0.1,64,34.8,24.37,30.59,500661432.58,13849555.0,10.31,-4.89,127.93,-5.91,False,large,36.15,52.53,47.31,-42.86,43.650550760975705,14.377414773597085,3.87,48.32,18.18
EFR.TO,Energy Fuels,37.3638,small,8.65,8.89,12.630584551147845,8.588948972373018,11.10673456209782,3.5261020012875344,-0.277,52,13.1,8.1,10.64,22694096.58,1760597.0,-5.08,-4.73,163.6,-9.42,False,small,12.89,133.94,75.14,-17.42,50.07656980454334,16.055713116505423,-1.64,59.05,21.19
HLIO,Helios Technologies,37.3242,small,3.36,38.39,47.05304476529176,38.72925319817551,41.23188118550682,5.972144496208931,0.233,86,45.88,39.24,39.01,21790929.67,419702.0,35.99,1.07,102.45,-7.03,False,small,51.92,39.1,73.44,-52.48,34.05887207359291,25.921977138045538,13.16,32.32,33.1
XNET,Xunlei,37.2662,small,6.4,4.57,5.783277691754546,4.044868650958881,5.200934745910767,10.959741824549774,0.333,70,5.39,3.78,4.92,10290499.69,1427056.0,45.68,12.85,374.41,-17.96,False,small,7.21,101.99,9.76,-14.46,78.25053474334179,38.62892638037536,33.8,90.63,46.63
INDV.L,Indivior,37.2303,large,3.18,834.17,1132.4781752744173,915.2425775315687,1040.2624940998683,3.3009086957870304,1.353,66,1128.95,861.38,1021.59,333959068.5,273962.0,20.93,3.66,111.45,0.0,True,large,1219.0,27.31,41.99,206.34,33.188733776751555,17.181961948439948,7.98,41.52,19.32
